jp_name	cn_name	aliases	jp_profile_id	cn_profile_id	voice_archetype	cv_jp	gender	personality_tags	confidence	source_url	notes	jp_voice_name	jp_style	jp_pitch	jp_rate	cn_voice_name	cn_style	cn_pitch	cn_rate
芹沢鴨	芹泽鸭		auto_4340972c73_jp	auto_4340972c73_cn	male_calm		male	calm,analytical,adult	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		-4%	0.94	zh-CN-YunxiNeural	serious	-4%	0.91
歳殺神・俵藤太	岁杀神·俵藤太	歳殺神俵藤太|歳殺神|俵藤太|岁杀神	auto_883d008c54_jp	auto_883d008c54_cn	male_calm		male	calm,analytical,adult	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		-2%	0.94	zh-CN-YunxiNeural	serious	-1%	0.95
四元素アイリ	四元素之爱丽		auto_11b5252e5d_jp	auto_11b5252e5d_cn	female_bright		female	bright,clever,energetic	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-AoiNeural		-1%	1.04	zh-CN-XiaoyiNeural	cheerful	0%	1.03
シータ	悉多		auto_58907135ce_jp	auto_58907135ce_cn	male_heroic		male	heroic,firm,strong	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-DaichiNeural		-6%	0.99	zh-CN-YunyeNeural	serious	-3%	0.99
煙酔のハサン	烟醉哈桑		auto_29a23bfb6b_jp	auto_29a23bfb6b_cn	male_calm		male	calm,analytical,adult	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		-4%	0.94	zh-CN-YunxiNeural	serious	-3%	0.95
春日局	春日局		auto_e06e18e3cd_jp	auto_e06e18e3cd_cn	male_bright		male	bright,quick,confident	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		-1%	1.03	zh-CN-YunxiNeural	cheerful	-1%	1.03
長尾晴景	长尾晴景		auto_b37bbbf48b_jp	auto_b37bbbf48b_cn	male_calm		male	calm,analytical,adult	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		-5%	0.97	zh-CN-YunxiNeural	serious	-5%	0.93
ダーニック・プレストーン・ユグドミレニア	达尼克·普雷斯通·尤格多米雷尼亚	ダーニックプレストーンユグドミレニア|ダーニック|プレストーン|ユグドミレニア|达尼克|普雷斯通|尤格多米雷尼亚	auto_72d7ac4a76_jp	auto_72d7ac4a76_cn	male_gruff		male	rough,proud,heavy	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-DaichiNeural		-6%	0.96	zh-CN-YunyeNeural	disgruntled	-8%	0.93
ハーゲン	哈根		auto_96c0449f40_jp	auto_96c0449f40_cn	female_mystic		female	mystic,soft,measured	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural		-2%	0.91	zh-CN-XiaoxiaoNeural	calm	-4%	0.92
キャプテン・キッド	基德船长	キャプテンキッド	auto_3e246ebd3c_jp	auto_3e246ebd3c_cn	female_gentle		female	gentle,kind,youthful	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural	chat	+5%	0.94	zh-CN-XiaoxiaoNeural	gentle	0%	0.96
間桐雁夜	间桐雁夜		auto_08eed7e756_jp	auto_08eed7e756_cn	female_gentle		female	gentle,kind,youthful	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural	chat	+3%	0.95	zh-CN-XiaoxiaoNeural	gentle	+1%	0.95
間桐臓硯	间桐脏砚	マキリ・ゾォルケン	auto_0711ebd99b_jp	auto_0711ebd99b_cn	male_heroic		male	heroic,firm,strong	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-DaichiNeural		-5%	1.02	zh-CN-YunyeNeural	serious	-4%	1.00
クリスティーヌ	克里斯蒂娜		auto_51d0c6ca47_jp	auto_51d0c6ca47_cn	male_gruff		male	rough,proud,heavy	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-DaichiNeural		-8%	0.96	zh-CN-YunyeNeural	disgruntled	-9%	0.97
ケイネス・エルメロイ・アーチボルト	肯尼斯·埃尔梅罗·阿奇博尔德	ケイネスエルメロイアーチボルト|ケイネス|エルメロイ|アーチボルト|肯尼斯|埃尔梅罗|阿奇博尔德	auto_767d8dcc73_jp	auto_767d8dcc73_cn	male_bright		male	bright,quick,confident	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		+1%	1.04	zh-CN-YunxiNeural	cheerful	-1%	1.05
綾	绫		auto_7f2dc3b24f_jp	auto_7f2dc3b24f_cn	female_gentle		female	gentle,kind,youthful	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural	chat	+5%	1.00	zh-CN-XiaoxiaoNeural	gentle	+2%	0.98
ランドルフ・カーター	伦道夫·卡特	ランドルフカーター|ランドルフ|カーター|伦道夫	auto_e3ca12b3c6_jp	auto_e3ca12b3c6_cn	female_gentle		female	gentle,kind,youthful	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural	chat	+3%	1.00	zh-CN-XiaoxiaoNeural	gentle	+6%	0.99
リア王	李尔王		auto_c64faa66ac_jp	auto_c64faa66ac_cn	male_heroic		male	heroic,firm,strong	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-DaichiNeural		-3%	1.02	zh-CN-YunyeNeural	serious	-2%	0.95
ロミオとジュリエット	罗密欧与朱丽叶		auto_6cf8f02c2a_jp	auto_6cf8f02c2a_cn	female_mystic		female	mystic,soft,measured	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural		-4%	0.93	zh-CN-XiaoxiaoNeural	calm	+2%	0.92
ラヴィニア・ウェイトリー	拉维尼娅·维特利	ラヴィニアウェイトリー|ラヴィニア|ウェイトリー|拉维尼娅|维特利	auto_5fef403111_jp	auto_5fef403111_cn	female_cool		female	cool,controlled,quiet	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural		-4%	0.99	zh-CN-XiaoxiaoNeural	calm	-5%	0.95
摩玖主大僧正	摩玖主大僧正		auto_e5f29e21e1_jp	auto_e5f29e21e1_cn	male_bright		male	bright,quick,confident	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		-1%	1.06	zh-CN-YunxiNeural	cheerful	-1%	1.00
マクベス	麦克白		auto_ebbecb49d2_jp	auto_ebbecb49d2_cn	female_mystic		female	mystic,soft,measured	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural		0%	0.96	zh-CN-XiaoxiaoNeural	calm	+2%	0.95
マックスウェル	麦克斯韦		auto_6e97a913a5_jp	auto_6e97a913a5_cn	female_mystic		female	mystic,soft,measured	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural		-2%	0.94	zh-CN-XiaoxiaoNeural	calm	-3%	0.95
ムネーモシュネー	谟涅摩叙涅		auto_63f31b99b5_jp	auto_63f31b99b5_cn	male_calm		male	calm,analytical,adult	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		-4%	0.91	zh-CN-YunxiNeural	serious	-2%	0.96
松平信綱	松平信纲		auto_db8e574243_jp	auto_db8e574243_cn	male_calm		male	calm,analytical,adult	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		-6%	0.97	zh-CN-YunxiNeural	serious	-3%	0.97
土田御前	土田御前		auto_2e8eecd614_jp	auto_2e8eecd614_cn	female_mystic		female	mystic,soft,measured	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural		-4%	0.96	zh-CN-XiaoxiaoNeural	calm	+1%	0.94
藤原道長	藤原道长		auto_ff07863a30_jp	auto_ff07863a30_cn	female_noble		female	noble,formal,commanding	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-AoiNeural		+3%	0.98	zh-CN-XiaoxiaoNeural	serious	+1%	0.96
田中新兵衛	田中新兵卫		auto_bc2322dd8d_jp	auto_bc2322dd8d_cn	male_calm		male	calm,analytical,adult	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		-1%	0.91	zh-CN-YunxiNeural	serious	-2%	0.96
ウェイバー・ベルベット	韦伯·维尔维特	ウェイバーベルベット|ウェイバー|ベルベット|维尔维特	auto_367de64b28_jp	auto_367de64b28_cn	male_calm		male	calm,analytical,adult	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		-2%	0.95	zh-CN-YunxiNeural	serious	-6%	0.92
武市瑞山	武市瑞山		auto_e3efb9773f_jp	auto_e3efb9773f_cn	female_mystic		female	mystic,soft,measured	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural		0%	0.94	zh-CN-XiaoxiaoNeural	calm	0%	0.94
シドゥリ	西杜丽		auto_0ab9669a64_jp	auto_0ab9669a64_cn	female_gentle		female	gentle,kind,youthful	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural	chat	+2%	0.96	zh-CN-XiaoxiaoNeural	gentle	+2%	0.96
鵺	鵺		auto_996d48af99_jp	auto_996d48af99_cn	male_calm		male	calm,analytical,adult	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		-6%	0.96	zh-CN-YunxiNeural	serious	-5%	0.94
スペース遠坂時臣	宇宙远坂时臣	スペース遠坂時臣	auto_5c8a016983_jp	auto_5c8a016983_cn	female_cool		female	cool,controlled,quiet	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural		-3%	0.98	zh-CN-XiaoxiaoNeural	calm	-1%	0.96
アポロン	阿波罗		auto_30b78aa76e_jp	auto_30b78aa76e_cn	female_gentle		female	gentle,kind,youthful	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural	chat	+1%	0.99	zh-CN-XiaoxiaoNeural	gentle	+2%	1.00
アルテミス	阿耳忒弥斯		auto_5941ac52a5_jp	auto_5941ac52a5_cn	male_bright		male	bright,quick,confident	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		+2%	1.00	zh-CN-YunxiNeural	cheerful	-2%	1.04
アフロディーテ	阿佛洛狄忒		auto_047ff7f349_jp	auto_047ff7f349_cn	female_noble		female	noble,formal,commanding	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-AoiNeural		0%	0.95	zh-CN-XiaoxiaoNeural	serious	+3%	0.96
アレス	阿瑞斯		auto_f07cd4440a_jp	auto_f07cd4440a_cn	female_gentle		female	gentle,kind,youthful	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural	chat	+6%	0.96	zh-CN-XiaoxiaoNeural	gentle	+2%	0.98
ポセイドン	波塞冬		auto_96b4119475_jp	auto_96b4119475_cn	male_bright		male	bright,quick,confident	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		+1%	1.00	zh-CN-YunxiNeural	cheerful	+1%	1.06
ヘファイストス	赫淮斯托斯		auto_5748fc296a_jp	auto_5748fc296a_cn	female_gentle		female	gentle,kind,youthful	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural	chat	+5%	0.94	zh-CN-XiaoxiaoNeural	gentle	+4%	0.97
ヘラ	赫拉		auto_183c8cbd55_jp	auto_183c8cbd55_cn	male_gruff		male	rough,proud,heavy	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-DaichiNeural		-7%	0.95	zh-CN-YunyeNeural	disgruntled	-6%	0.97
ヘスティア	赫斯提亚		auto_e6ef7e5052_jp	auto_e6ef7e5052_cn	male_bright		male	bright,quick,confident	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		+1%	1.03	zh-CN-YunxiNeural	cheerful	0%	1.01
アテナ	雅典娜		auto_2937d0bc09_jp	auto_2937d0bc09_cn	female_noble		female	noble,formal,commanding	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-AoiNeural		-3%	1.00	zh-CN-XiaoxiaoNeural	serious	+3%	0.99
ゼウス	宙斯		auto_2560298ee8_jp	auto_2560298ee8_cn	female_mystic		female	mystic,soft,measured	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural		-3%	0.96	zh-CN-XiaoxiaoNeural	calm	-4%	0.97
シャンシャン	香香		auto_564a088369_jp	auto_564a088369_cn	female_bright		female	bright,clever,energetic	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-AoiNeural		+3%	1.02	zh-CN-XiaoyiNeural	cheerful	+1%	1.06
オフェリア・ファムルソローネ	奥菲莉娅·法姆索罗涅	オフェリアファムルソローネ|オフェリア|ファムルソローネ|奥菲莉娅|法姆索罗涅	auto_15cc7e75c3_jp	auto_15cc7e75c3_cn	male_gruff		male	rough,proud,heavy	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-DaichiNeural		-10%	0.98	zh-CN-YunyeNeural	disgruntled	-8%	0.98
ベリル・ガット	贝里尔·伽特	ベリルガット|ベリル|ガット|贝里尔	auto_c238be7abc_jp	auto_c238be7abc_cn	male_bright		male	bright,quick,confident	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		+2%	1.06	zh-CN-YunxiNeural	cheerful	+2%	1.01
百貌ハサン・ちびハサン	百貌哈桑·小哈桑	百貌ハサンちびハサン|百貌ハサン|ちびハサン|百貌哈桑|小哈桑	auto_998430348b_jp	auto_998430348b_cn	male_calm		male	calm,analytical,adult	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		-5%	0.96	zh-CN-YunxiNeural	serious	-6%	0.97
デイビット・ゼム・ヴォイド	戴比特·泽姆·沃伊德	デイビットゼムヴォイド|デイビット|ヴォイド|戴比特|沃伊德	auto_126ed90e6f_jp	auto_126ed90e6f_cn	female_mystic		female	mystic,soft,measured	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural		-4%	0.93	zh-CN-XiaoxiaoNeural	calm	-4%	0.94
エキドナ	厄喀德那		auto_7762c23336_jp	auto_7762c23336_cn	male_heroic		male	heroic,firm,strong	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-DaichiNeural		-2%	0.98	zh-CN-YunyeNeural	serious	-3%	0.98
ゴルドルフ・ムジーク	戈尔德鲁夫·穆吉克	ゴルドルフムジーク|ゴルドルフ|ムジーク|戈尔德鲁夫|穆吉克|Goredolf|Goredolf Musik|戈尔德鲁夫·穆吉克	goredolf_adult_male	goredolf_cn_grumble	adult_grumbling_male		male	proud,nervous,comic,adult	manual		seed profile; tune by listening	ja-JP-DaichiNeural		-7%	0.98	zh-CN-YunyeNeural	disgruntled	-5%	0.98
芥ヒナコ	芥雏子		auto_11b26d1bf0_jp	auto_11b26d1bf0_cn	male_calm		male	calm,analytical,adult	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		-6%	0.97	zh-CN-YunxiNeural	serious	-6%	0.97
キリシュタリア・ヴォーダイム	基尔什塔利亚·沃戴姆	キリシュタリアヴォーダイム|キリシュタリア|ヴォーダイム|基尔什塔利亚|沃戴姆	auto_26cfe91f99_jp	auto_26cfe91f99_cn	female_bright		female	bright,clever,energetic	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-AoiNeural		+1%	1.07	zh-CN-XiaoyiNeural	cheerful	+5%	1.06
カドック・ゼムルプス	卡多克·泽姆露普斯	カドックゼムルプス|カドック|ゼムルプス|卡多克|泽姆露普斯	auto_3b98e57e4b_jp	auto_3b98e57e4b_cn	female_mystic		female	mystic,soft,measured	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural		-4%	0.93	zh-CN-XiaoxiaoNeural	calm	-3%	0.93
ロマニ・アーキマン	罗玛尼·阿其曼	ロマニアーキマン|ロマニ|アーキマン|罗玛尼|阿其曼	auto_b6f4917fc2_jp	auto_b6f4917fc2_cn	female_mystic		female	mystic,soft,measured	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural		-3%	0.95	zh-CN-XiaoxiaoNeural	calm	-4%	0.97
マーブル・マッキントッシュ	玛布尔·玛金托修	マーブルマッキントッシュ|マーブル|マッキントッシュ|玛布尔|玛金托修	auto_04cde782aa_jp	auto_04cde782aa_cn	male_gruff		male	rough,proud,heavy	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-DaichiNeural		-7%	0.95	zh-CN-YunyeNeural	disgruntled	-4%	0.95
スルト	苏鲁特		auto_681a03e286_jp	auto_681a03e286_cn	female_mystic		female	mystic,soft,measured	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural		-3%	0.90	zh-CN-XiaoxiaoNeural	calm	-2%	0.95
マリスビリー・アニムスフィア	马里斯比利·阿尼姆斯菲亚	マリスビリーアニムスフィア|マリスビリー|马里斯比利	auto_3b1f84746a_jp	auto_3b1f84746a_cn	male_bright		male	bright,quick,confident	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		-4%	1.06	zh-CN-YunxiNeural	cheerful	+2%	1.02
シオン・エルトナム・ソカリス	希翁·艾尔特纳姆·索卡里斯	シオンエルトナムソカリス|シオン|エルトナム|ソカリス|艾尔特纳姆|索卡里斯	auto_524b95fdc1_jp	auto_524b95fdc1_cn	female_cool		female	cool,controlled,quiet	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural		+1%	0.95	zh-CN-XiaoxiaoNeural	calm	+1%	0.93
異星の巫女	异星巫女		auto_f0e194c05b_jp	auto_f0e194c05b_cn	female_mystic		female	mystic,soft,measured	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural		-3%	0.92	zh-CN-XiaoxiaoNeural	calm	+1%	0.96
セレシェイラ・エルロン	塞蕾雪拉·艾尔隆	セレシェイラエルロン|セレシェイラ|エルロン|塞蕾雪拉|艾尔隆	auto_585f46281a_jp	auto_585f46281a_cn	female_mystic		female	mystic,soft,measured	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural		+2%	0.90	zh-CN-XiaoxiaoNeural	calm	0%	0.94
フォウ	芙芙	Fou	auto_006782144a_jp	auto_006782144a_cn	female_mystic		female	mystic,soft,measured	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural		-4%	0.90	zh-CN-XiaoxiaoNeural	calm	-3%	0.94
キャスパリーグ	凯茜·帕鲁格	Cath Palug|帕鲁格	auto_2b813551a7_jp	auto_2b813551a7_cn	female_cool		female	cool,controlled,quiet	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural		-4%	0.97	zh-CN-XiaoxiaoNeural	calm	-4%	0.98
ムニエル	穆尼尔		auto_04b0c8c9ea_jp	auto_04b0c8c9ea_cn	male_calm		male	calm,analytical,adult	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		-5%	0.97	zh-CN-YunxiNeural	serious	-6%	0.93
ジングル・アベル・ムニエル	金格尔·阿贝尔·穆尼尔	ジングルアベルムニエル|ジングル|アベル|ムニエル|金格尔|阿贝尔|穆尼尔	auto_45953c3fb3_jp	auto_45953c3fb3_cn	male_bright		male	bright,quick,confident	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		+2%	1.03	zh-CN-YunxiNeural	cheerful	+1%	1.06
ホームズ	福尔摩斯	ホームズ|福尔摩斯|シャーロック・ホームズ|シャーロック|Sherlock Holmes|Holmes|夏洛克·福尔摩斯|夏洛克	holmes_calm_male	holmes_cn_serious	calm_detective		male	calm,analytical,precise,low	manual		seed profile; tune by listening	ja-JP-NaokiNeural		-3%	0.94	zh-CN-YunxiNeural	serious	-3%	0.94
ダ・ヴィンチ	达·芬奇	ダヴィンチ|达·芬奇|レオナルド・ダ・ヴィンチ|レオナルド|Da Vinci|Leonardo da Vinci|莱昂纳多·达·芬奇	davinci_bright_female	davinci_cn_cheerful	bright_genius		female	bright,clever,playful,quick	manual		seed profile; tune by listening	ja-JP-AoiNeural		+2%	1.08	zh-CN-XiaoyiNeural	cheerful	+2%	1.06
ゴルドルフ	戈尔德鲁夫	ゴルドルフ|戈尔德鲁夫|ゴルドルフ・ムジーク|ムジーク|Goredolf|Goredolf Musik|戈尔德鲁夫·穆吉克	goredolf_adult_male	goredolf_cn_grumble	adult_grumbling_male		male	proud,nervous,comic,adult	manual		seed profile; tune by listening	ja-JP-DaichiNeural		-7%	0.98	zh-CN-YunyeNeural	disgruntled	-5%	0.98
カドック	卡多克		auto_54fecbaa4b_jp	auto_54fecbaa4b_cn	male_gruff		male	rough,proud,heavy	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-DaichiNeural		-5%	0.93	zh-CN-YunyeNeural	disgruntled	-6%	0.98
キャプテン・ネモ	船长·尼莫	キャプテンネモ	auto_2076c78f82_jp	auto_2076c78f82_cn	female_cool		female	cool,controlled,quiet	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural		0%	0.96	zh-CN-XiaoxiaoNeural	calm	0%	0.95
ネモ・マリーン	尼莫·水兵	ネモマリーン|マリーン	auto_21503780af_jp	auto_21503780af_cn	female_bright		female	bright,clever,energetic	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-AoiNeural		-1%	1.03	zh-CN-XiaoyiNeural	cheerful	+4%	1.04
ネモ・プロフェッサー	尼莫·教授	ネモプロフェッサー|プロフェッサー	auto_29449e1983_jp	auto_29449e1983_cn	male_calm		male	calm,analytical,adult	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		-1%	0.93	zh-CN-YunxiNeural	serious	-1%	0.95
ネモ・エンジン	尼莫·引擎	ネモエンジン|エンジン	auto_122427c669_jp	auto_122427c669_cn	female_bright		female	bright,clever,energetic	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-AoiNeural		0%	1.04	zh-CN-XiaoyiNeural	cheerful	+4%	1.03
ネモ・ナース	尼莫·护士	ネモナース|ナース	auto_04678f77ad_jp	auto_04678f77ad_cn	female_bright		female	bright,clever,energetic	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-AoiNeural		0%	1.03	zh-CN-XiaoyiNeural	cheerful	0%	1.04
ネモ・ベーカリー	尼莫·烘焙坊	ネモベーカリー|ベーカリー|烘焙坊	auto_57753d91d9_jp	auto_57753d91d9_cn	male_heroic		male	heroic,firm,strong	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-DaichiNeural		-4%	0.99	zh-CN-YunyeNeural	serious	-4%	1.01
オルガマリー・アニムスフィア	奥尔加玛丽·阿尼姆斯菲亚	オルガマリーアニムスフィア|オルガマリー|奥尔加玛丽	auto_dcf0cbf6c3_jp	auto_dcf0cbf6c3_cn	female_noble		female	noble,formal,commanding	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-AoiNeural		-3%	0.96	zh-CN-XiaoxiaoNeural	serious	-1%	0.98
レフ・ライノール・フラウロス	雷夫·莱诺尔·佛劳洛斯	レフライノールフラウロス|ライノール|フラウロス|莱诺尔|佛劳洛斯	auto_f22c27bf82_jp	auto_f22c27bf82_cn	female_bright		female	bright,clever,energetic	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-AoiNeural		+2%	1.04	zh-CN-XiaoyiNeural	cheerful	+3%	1.03
バアル	巴力		auto_5612cfebd1_jp	auto_5612cfebd1_cn	male_gruff		male	rough,proud,heavy	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-DaichiNeural		-6%	0.96	zh-CN-YunyeNeural	disgruntled	-5%	0.93
ゼパル	桀派		auto_caf7d73e87_jp	auto_caf7d73e87_cn	female_gentle		female	gentle,kind,youthful	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural	chat	+5%	0.96	zh-CN-XiaoxiaoNeural	gentle	+1%	0.96
フェニクス	菲尼克斯		auto_610f7f812a_jp	auto_610f7f812a_cn	male_gruff		male	rough,proud,heavy	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-DaichiNeural		-10%	0.94	zh-CN-YunyeNeural	disgruntled	-6%	0.95
ラウム	劳姆		auto_dbf8a6b702_jp	auto_dbf8a6b702_cn	male_bright		male	bright,quick,confident	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		0%	1.04	zh-CN-YunxiNeural	cheerful	+2%	1.02
アンドラス	安托士		auto_bf9da37d48_jp	auto_bf9da37d48_cn	male_bright		male	bright,quick,confident	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		+1%	1.03	zh-CN-YunxiNeural	cheerful	-1%	1.01
ナベリウス	纳贝流士		auto_9cc224f50b_jp	auto_9cc224f50b_cn	male_heroic		male	heroic,firm,strong	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-DaichiNeural		-6%	1.03	zh-CN-YunyeNeural	serious	-4%	0.97
フラウロス	佛劳洛斯		auto_f68e205ea9_jp	auto_f68e205ea9_cn	male_gruff		male	rough,proud,heavy	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-DaichiNeural		-5%	0.97	zh-CN-YunyeNeural	disgruntled	-7%	0.97
フォルネウス	佛钮司		auto_700699ef75_jp	auto_700699ef75_cn	female_gentle		female	gentle,kind,youthful	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural	chat	+4%	0.98	zh-CN-XiaoxiaoNeural	gentle	+6%	1.01
バルバトス	巴巴妥司		auto_f773eec963_jp	auto_f773eec963_cn	female_mystic		female	mystic,soft,measured	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural		-1%	0.93	zh-CN-XiaoxiaoNeural	calm	-4%	0.96
ハルファス	哈帕斯		auto_a658ebcb7f_jp	auto_a658ebcb7f_cn	male_bright		male	bright,quick,confident	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		-3%	1.06	zh-CN-YunxiNeural	cheerful	-2%	1.02
アモン	亚蒙		auto_ec31a79ea2_jp	auto_ec31a79ea2_cn	female_noble		female	noble,formal,commanding	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-AoiNeural		+2%	0.98	zh-CN-XiaoxiaoNeural	serious	-1%	0.94
サブナック	斯伯纳克		auto_c9c5c6b2ca_jp	auto_c9c5c6b2ca_cn	male_calm		male	calm,analytical,adult	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		-1%	0.91	zh-CN-YunxiNeural	serious	-6%	0.92
アンドロマリウス	安杜马利乌士		auto_6031577435_jp	auto_6031577435_cn	male_calm		male	calm,analytical,adult	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		0%	0.94	zh-CN-YunxiNeural	serious	-4%	0.96
ラフム	拉赫穆		auto_6621348873_jp	auto_6621348873_cn	male_bright		male	bright,quick,confident	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		-3%	1.04	zh-CN-YunxiNeural	cheerful	-3%	1.04
