speaker_id	aliases	voice_type	cn_voice_name	cn_style	cn_pitch	cn_rate	cn_volume
アストルフォ＆ローラン	アストルフォ＆ローラン	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
闘士ディノス	闘士ディノス	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
ネモ・ナース＆ネモ・プロフェッサー	ネモ・ナース＆ネモ・プロフェッサー	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
マシュ＆Ｕ－オルガマリー	マシュ＆Ｕ－オルガマリー	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
神父服の男	神父服の男	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
誇りに満ちた声	誇りに満ちた声	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
集まっているディノスたち	集まっているディノスたち	androgynous	zh-CN-YunxiaNeural	calm	+2%	0.99	100
冥界の番人	冥界の番人	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
ダ・ヴィンチ＆マシュ＆ハベトロット	ダ・ヴィンチ＆マシュ＆ハベトロット	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
歓喜するディノスたち	歓喜するディノスたち	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
祭壇にひとり立たされているニトクリス	祭壇にひとり立たされているニトクリス	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
デイノニクス11兄弟・五男	デイノニクス11兄弟・五男	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
ニトクリス＆ククルカン	ニトクリス＆ククルカン	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
テペウ＆ダ・ヴィンチ	テペウ＆ダ・ヴィンチ	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
マシュ＆ニトクリス	マシュ＆ニトクリス	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
マシュ＆ニトクリス＆テペウ	マシュ＆ニトクリス＆テペウ	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
リベンジを誓う声	リベンジを誓う声	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
マシュ＆オルガ	マシュ＆オルガ	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
護衛のオセロトル	護衛のオセロトル	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
ダ・ヴィンチ＆ニトクリス	ダ・ヴィンチ＆ニトクリス	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
ワクチャン＆テペウ	ワクチャン＆テペウ	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
テペウ＆ワクチャン	テペウ＆ワクチャン	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
マシュ＆ハベトロット＆ニトクリス	マシュ＆ハベトロット＆ニトクリス	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
ダ・ヴィンチ＆テペウ	ダ・ヴィンチ＆テペウ	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
颯爽登場	颯爽登場	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
貧乏くじのふたり	貧乏くじのふたり	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
幼なじみっぽいディノス	幼なじみっぽいディノス	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
黒いなにか	黒いなにか	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
淋しそうなディノス	淋しそうなディノス	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
やるせないディノス	やるせないディノス	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
淋しそうだったディノス	淋しそうだったディノス	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
やるせなかったディノス	やるせなかったディノス	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
神官ヴクブ＆コヤンスカヤ	神官ヴクブ＆コヤンスカヤ	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
銃器をいじるディノスＢ	銃器をいじるディノスＢ	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
ロケットランチャーをいじるディノスＡ	ロケットランチャーをいじるディノスＡ	androgynous	zh-CN-YunxiNeural	chat	0%	0.98	100
■ラ■ック	■ラ■ック	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
ラニ＝Ｒたち	ラニ＝Ｒたち	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
移送部ＡＩ	移送部ＡＩ	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
近付いてくるアーユスの声	近付いてくるアーユスの声	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
構築部ＡＩ（ラニ＝Ｂ）	構築部ＡＩ（ラニ＝Ｂ）	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
キリエの声	キリエの声	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
クラスメイト男子Ａ	クラスメイト男子Ａ	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
クラスメイト男子Ｂ	クラスメイト男子Ｂ	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
クラスメイト女子Ａ	クラスメイト女子Ａ	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
クラスメイト女子Ｂ	クラスメイト女子Ｂ	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
[image berserker_language_2]	[image berserker_language_2]	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
折田さん？	折田さん？	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
牛若？	牛若？	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
生徒たち	生徒たち	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
ご機嫌なムーン・ドバイ市民たち	ご機嫌なムーン・ドバイ市民たち	androgynous	zh-CN-YunxiaNeural	calm	+2%	0.99	100
候補者たち	候補者たち	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
屈強なムーン・ドバイ市民たち	屈強なムーン・ドバイ市民たち	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
監視機械Ｂ	監視機械Ｂ	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
監視機械Ｃ	監視機械Ｃ	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
監視機械Ｄ	監視機械Ｄ	androgynous	zh-CN-YunxiaNeural	calm	+2%	0.99	100
ラフライダー	ラフライダー	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
ムーン・アーチャーⅠ	ムーン・アーチャーⅠ	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
月笑騎士団・過激派たち	月笑騎士団・過激派たち	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
機械化兵団・親衛隊	機械化兵団・親衛隊	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
岸波白野＆ＢＢコスモ	岸波白野＆ＢＢコスモ	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
マシュ＆ＢＢコスモ	マシュ＆ＢＢコスモ	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
シエル＆岸波白野	シエル＆岸波白野	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
仮想ジャンヌ	仮想ジャンヌ	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
プルート	プルート	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
ムーン・ドバイ市民たち	ムーン・ドバイ市民たち	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
ハヤ・ラア	ハヤ・ラア	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
立て札	立て札	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
罪兵士たち	罪兵士たち	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
マルタ＆アストライア	マルタ＆アストライア	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
ダンテ（想像）	ダンテ（想像）	androgynous	zh-CN-YunxiNeural	chat	0%	0.98	100
地獄の小鬼	地獄の小鬼	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
Ｍ＆Ｄ	Ｍ＆Ｄ	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
メタトロン・ジャンヌ（怠惰）	メタトロン・ジャンヌ（怠惰）	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
モリアーティ＆言峰綺礼	モリアーティ＆言峰綺礼	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
モリアーティ＆ダンテ	モリアーティ＆ダンテ	young_female	zh-CN-XiaohanNeural	gentle	+2%	0.99	100
ダ・ヴィンチ＆ゴルドルフ	ダ・ヴィンチ＆ゴルドルフ	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
スルーズ＆ヒルド	スルーズ＆ヒルド	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
戦神二柱	戦神二柱	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
プティエール	プティエール	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
ジュネス＆Ｘ・オルタ	ジュネス＆Ｘ・オルタ	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
八房	八房	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
孔明	孔明	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
陳宮＆赤兎＆スパルタクス	陳宮＆赤兎＆スパルタクス	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
太陽の女神	太陽の女神	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
アース＆スター	アース＆スター	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
ヴリトラ＆カーマ	ヴリトラ＆カーマ	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
紫式部（何も知らない香子さん）	紫式部（何も知らない香子さん）	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
オルガマリー＆Dr.ロマン	オルガマリー＆Dr.ロマン	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
ゴーレム	ゴーレム	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
兵士A	兵士A	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
兵士B	兵士B	young_female	zh-CN-XiaohanNeural	gentle	+2%	0.99	100
魚？	魚？	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
ちょっかいかけたのを怒っている二人	ちょっかいかけたのを怒っている二人	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
マルタ＆ジーク	マルタ＆ジーク	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
ナーサリー＆バニヤン	ナーサリー＆バニヤン	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
突然の清姫	突然の清姫	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
パールヴァティーたち	パールヴァティーたち	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
アグラヴェイン？	アグラヴェイン？	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
ジャックとリリィ	ジャックとリリィ	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
イリヤ＆マシュ	イリヤ＆マシュ	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
ナーサリー・ライム＆ジャック	ナーサリー・ライム＆ジャック	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
ガネー■ャ	ガネー■ャ	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
ガネー■■	ガネー■■	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
ガ■ー■■	ガ■ー■■	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
■■ー■■	■■ー■■	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
ボイジャー＆マシュ	ボイジャー＆マシュ	young_female	zh-CN-XiaohanNeural	gentle	+2%	0.99	100
花魁付きの禿？	花魁付きの禿？	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
陽炎太夫？	陽炎太夫？	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
ジェロニモ＆哪吒	ジェロニモ＆哪吒	androgynous	zh-CN-YunxiNeural	chat	0%	0.98	100
魔像	魔像	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
少女？	少女？	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
かつて人であったモノ	かつて人であったモノ	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
エルキドゥ＆モードレッド	エルキドゥ＆モードレッド	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
1010010111010101■■	1010010111010101■■	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
亡者	亡者	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
葛飾北斎＆ゴッホ＆マルタ	葛飾北斎＆ゴッホ＆マルタ	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
カルナ＆ラーマ	カルナ＆ラーマ	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
ギルガメッシュ＆オジマンディアス	ギルガメッシュ＆オジマンディアス	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
二人の神祖	二人の神祖	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
子供たち？	子供たち？	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
絵描き海賊	絵描き海賊	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
海賊スタッフ	海賊スタッフ	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
敵海賊	敵海賊	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
右から左へ抜けている紫式部	右から左へ抜けている紫式部	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
悪霊	悪霊	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
皇帝	皇帝	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
ジャンヌ＆アストルフォ	ジャンヌ＆アストルフォ	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
デーモン	デーモン	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
ジャック＆九紋竜エリザ＆茨木童子	ジャック＆九紋竜エリザ＆茨木童子	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
村の子供	村の子供	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
紳士合体プリズマ☆ジェントル	紳士合体プリズマ☆ジェントル	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
ジャック（？）	ジャック（？）	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
迅速のマクール	迅速のマクール	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
貴族	貴族	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
無名の人間たち	無名の人間たち	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
清姫（伏兵）	清姫（伏兵）	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
いろんなセイバー	いろんなセイバー	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
低血圧くノ一	低血圧くノ一	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
謎の象	謎の象	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
証言者Ｄ	証言者Ｄ	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
モブ男たち	モブ男たち	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
モブ男	モブ男	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
モードレッド＆哪吒＆マシュ	モードレッド＆哪吒＆マシュ	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
荊軻＆赤兎＆スパルタクス	荊軻＆赤兎＆スパルタクス	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
ドラゴン	ドラゴン	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
魔物の影	魔物の影	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
漂流者	漂流者	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
Ｘ（凍結中）	Ｘ（凍結中）	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
イシュタル（回想）	イシュタル（回想）	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
画面端の怪紳士	画面端の怪紳士	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
アーチャー＆セイバー	アーチャー＆セイバー	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
魔人アーチャー？	魔人アーチャー？	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
悪い＆良いノッブ	悪い＆良いノッブ	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
ピエールＡ～Ｇ	ピエールＡ～Ｇ	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
サンタオルタ／ジャンヌオルタ	サンタオルタ／ジャンヌオルタ	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
海賊達	海賊達	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
不明の亡霊	不明の亡霊	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
マシュ・Dr.ロマン	マシュ・Dr.ロマン	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
立て看板	立て看板	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
マリー＆玉藻の前	マリー＆玉藻の前	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
玉藻の前＆マルタ	玉藻の前＆マルタ	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
巨大魔猪	巨大魔猪	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
アン？	アン？	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
メアリー？	メアリー？	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
二度燃えるイアソンくん	二度燃えるイアソンくん	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
黒髭＆ファントム	黒髭＆ファントム	androgynous	zh-CN-YunxiaNeural	calm	+2%	0.99	100
エコー	エコー	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
？？？／イリヤ	？？？／イリヤ	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
ノブ戦車	ノブ戦車	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
ちびノブ＆でかノブ	ちびノブ＆でかノブ	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
西郷エジモリ＆桂テスラ	西郷エジモリ＆桂テスラ	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
紳士（と獅子）	紳士（と獅子）	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
獅子（と紳士）	獅子（と紳士）	androgynous	zh-CN-YunxiaNeural	calm	+2%	0.99	100
紳士と獅子とマシュ	紳士と獅子とマシュ	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
エジソン＆ニコラ	エジソン＆ニコラ	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
エジソン・テスラ	エジソン・テスラ	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
水着ノッブ＆謎のレーサーＸ	水着ノッブ＆謎のレーサーＸ	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
バベッジ＆プロフェッサーＭ	バベッジ＆プロフェッサーＭ	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
アルテミスＣ	アルテミスＣ	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
アルテミスＤ	アルテミスＤ	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
アルテミスＥ	アルテミスＥ	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
オリオン達	オリオン達	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
アルテミス達	アルテミス達	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
エレナ＆エジソン＆テスラ	エレナ＆エジソン＆テスラ	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
エジソン＆ニコラ・テスラ	エジソン＆ニコラ・テスラ	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
バベッジ＆エジソン＆テスラ	バベッジ＆エジソン＆テスラ	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
オリオンＤ	オリオンＤ	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
織田信長・ネロ	織田信長・ネロ	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
謎のヒロインＸ	謎のヒロインＸ	young_female	zh-CN-XiaoxiaoNeural	cheerful	+3%	1.00	100
パールヴァティ	パールヴァティ	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
マシュ＆フォウ	マシュ＆フォウ	androgynous	zh-CN-YunxiaNeural	calm	+2%	0.99	100
羊たち	羊たち	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
ただのイシュタルさん	ただのイシュタルさん	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
冥界の門	冥界の門	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
歌川広重＆お栄	歌川広重＆お栄	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
北斎の門人	北斎の門人	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
町同心	町同心	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
ライヘンバッハのルーラー	ライヘンバッハのルーラー	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
巨大な狼ＷｉｔｈＨ	巨大な狼ＷｉｔｈＨ	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
頼光の愛馬・京極	頼光の愛馬・京極	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
三蔵の愛馬・白竜	三蔵の愛馬・白竜	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
王の愛馬ドゥン・スタリオン	王の愛馬ドゥン・スタリオン	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
王の愛馬ラムレイ	王の愛馬ラムレイ	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
酒呑？	酒呑？	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
チョコ聖杯くん	チョコ聖杯くん	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
湯煙のパパ	湯煙のパパ	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
ベディヴィエール＆ディルムッド	ベディヴィエール＆ディルムッド	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
カエサルの声	カエサルの声	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
カエサルの遠い声	カエサルの遠い声	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
クレオパトラの遠い声	クレオパトラの遠い声	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
セミラミス？	セミラミス？	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
セミラミス？？	セミラミス？？	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
伍＆クリス	伍＆クリス	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
エヴァ＆ケイン	エヴァ＆ケイン	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
ジュリエット＆エヴァ＆ドロシー	ジュリエット＆エヴァ＆ドロシー	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
アダムスカ＆アーロン	アダムスカ＆アーロン	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
スーパーメカノッブマークⅡ	スーパーメカノッブマークⅡ	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
沖田ちゃん	沖田ちゃん	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
ダブル沖田	ダブル沖田	young_female	zh-CN-XiaohanNeural	gentle	+2%	0.99	100
鶏	鶏	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
信長＆龍馬	信長＆龍馬	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
牛若丸＆メイヴ	牛若丸＆メイヴ	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
マシンボア	マシンボア	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
男Ｄ	男Ｄ	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
牛若丸＆茨木童子＆ジャンヌ・オルタ	牛若丸＆茨木童子＆ジャンヌ・オルタ	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
いつのまにかいるオリべえ	いつのまにかいるオリべえ	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
トリスタン（解説）	トリスタン（解説）	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
千歳市民の子供たち	千歳市民の子供たち	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
黒髭と眼鏡	黒髭と眼鏡	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
鬼と髭	鬼と髭	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
屠るヤシガニ	屠るヤシガニ	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
カリブ海代表	カリブ海代表	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
ケルト代表	ケルト代表	androgynous	zh-CN-YunxiaNeural	calm	+2%	0.99	100
配信視聴中の観客Ａ	配信視聴中の観客Ａ	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
配信視聴中の観客Ｂ	配信視聴中の観客Ｂ	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
良い子たち	良い子たち	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
ヒポグリフ	ヒポグリフ	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
大剣を背負った雀	大剣を背負った雀	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
大弓を背負った雀	大弓を背負った雀	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
盾槍を背負った雀	盾槍を背負った雀	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
受付を背負った雀	受付を背負った雀	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
清姫＆巴御前	清姫＆巴御前	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
雀（泰山）	雀（泰山）	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
雀（平等）	雀（平等）	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
雀（初江）	雀（初江）	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
雀（都市）	雀（都市）	androgynous	zh-CN-YunxiaNeural	calm	+2%	0.99	100
蛇庄屋＆虎名主	蛇庄屋＆虎名主	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
いじわるなおばあさん	いじわるなおばあさん	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
アン＆メアリー＆トリスタン	アン＆メアリー＆トリスタン	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
魔猿たち	魔猿たち	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
独裁官と劇作家	独裁官と劇作家	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
奪衣婆（イメージ）	奪衣婆（イメージ）	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
