jp_name	cn_name_simp	cn_name_trad	count
外からの声	外面传来的声音	外面傳來的聲音	5
外からの声Ｂ			5
夢をみた男			5
大人たち	大人们	大人們	5
大江山の客人	大江山的客人	大江山的客人	5
女海賊Ｃ	女海盗C	女海盜C	5
妖精たちの歌声	妖精们的歌声	妖精們的歌聲	5
宇宙に漂うエウロペ？	在宇宙中漂流的欧罗巴？	在宇宙中漂流的歐羅巴？	5
審査員			5
小タラスク			5
小野小町？	小野小町？		5
巨いなる番人	巨大的守护者	巨大的守護者	5
市民Ｂ			5
広場からの声	广场传来的声音	廣場傳來的聲音	5
影からの声	影之声	影之聲	5
影の騎士			5
彼女	彼女		5
御陵衛士			5
悪夢のスパルタクスＰ・Ｘ			5
支配人			5
教官	教官	教官	5
明石えっちゃん			5
暗黒邪馬台国人			5
村の妖精たち	村里的妖精们	村裡的妖精們	5
村人たち	村民们	村民們	5
東洋の客			5
檻の中の市民	笼中市民	籠中市民	5
歌姫			5
武術家	武术家	武術家	5
無銘	無銘		5
牙の妖精Ｂ	牙之妖精B	牙之妖精B	5
獣神の神官			5
王様	国王	國王	5
甲斐の兵			5
町人・甲			5
異人の少女			5
白い狼	白狼	白狼	5
真田メドゥーサ			5
神託の声			5
穢れた殺戮者達			5
第二の門	第二门	第二門	5
織田信勝？	織田信勝？	織田信勝？	5
老ピックマン	老皮克曼	老皮克曼	5
考えるディノス	考えるディノス		5
肉食獣じみた男	肉食猛兽般的男人	肉食猛獸般的男人	5
蛇竜人たち			5
蛇竜人の声			5
蛇面の怪			5
裏路地の妖精	小巷里的妖精	小巷裡的妖精	5
観光客			5
観光客Ｃ			5
謎の人斬り			5
謎の女			5
謎の暴走剣士			5
警備兵・通信	警卫兵·通讯	警衛兵・通訊	5
警備員Ａ			5
警備員Ｂ			5
走ってくるレッドラ・ビット	跑来的瑞德拉·比特	跑來的瑞德拉．比特	5
超絶かわいい案内人			5
足軽ノッブ？			5
足軽達	足轻众	足輕眾	5
通りすがりの兵士			5
邪馬台国人			5
長州藩士			5
雀たち	麻雀们	麻雀們	5
集まってきたディノス	聚过来的迪诺斯	聚過來的迪諾斯	5
集落の人々			5
青のテスカトリポカ	蓝色特斯卡特利波卡	藍色特斯卡特利波卡	5
風の氏族の兵士	风之氏族的士兵	風之氏族的士兵	5
館内アナウンス			5
騎士見習いの少女	见习骑士少女	見習騎士少女	5
骸骨兵	骸骨兵	骸骨兵	5
魔導僧兵			5
魔神柱ハーゲンティ	魔神柱哈艮地	魔神柱哈艮地	5
黒い影の声	黑影的声音	黑影的聲音	5
黒獅子に非ず			5
６人の妖精	六个妖精	六個妖精	5
ＢＢ？	BB？	BB？	5
Ｄ・Ｂ・クロエ			5
《新宿》の住人			4
《鉄道員》			4
「Ｂ」	「B」	「B」	4
【舌兪】			4
おねえさん	小姐姐	小姐	4
じゃあくビースト	邪恶Beast	邪惡Beast	4
たおやかなディノス	文静优美的迪诺斯	文靜優美的迪諾斯	4
どこからか響いてくる声	不知从哪里传来的声音	不知從哪裡傳來的聲音	4
アイリの方			4
アケローン			4
アーサー王	亚瑟王	亞瑟王	4
イアソン（翻訳）			4
イマジナリーシバの女王			4
ウクレレ名人			4
ウルク兵士たち	乌鲁克士兵们	烏魯克士兵們	4
エディンバラの衛士	爱丁堡的卫士	愛丁堡的衛士	4
エレメンツ	エレメンツ		4
オクタヴィア	オクタヴィア		4
オズボーン	奥斯本	奧斯本	4
カッツ			4
カルデアスタッフＢ	迦勒底工作人员B	迦勒底工作人員B	4
カルデア職員（女性）			4
カルデア職員（男性・女性）			4
カーマ（右）			4
ガイド音声			4
ガウェイン？	高文？	高文？	4
ギーゼルヘア			4
ゲオルギウス？	乔尔乔斯？	聖喬治？	4
シェリンガム			4
シグルド門下生			4
ジャック？	杰克？	傑克？	4
ジャンヌ・オルタ？	贞德·Alter？	貞德．Alter？	4
スカサハ？	斯卡哈？	斯卡薩哈？	4
ステンノ・エウリュアレ			4
スプリガンの衛士Ｂ	斯普里根的卫士B	斯普利根的衛士B	4
スペースモッヒーＡ			4
ソールズベリーの騎士	索尔兹伯里的骑士	索爾茲伯里的騎士	4
ダイカク			4
ダ・ヴィンチ？	达·芬奇？	達．文西？	4
チン	チン		4
トマリン	トマリン		4
ドゥリーヨダナ（翻訳）			4
ドウセツ			4
ドクター？	医生？	醫生？	4
ドライ	德莱		4
ドラコー？	ドラコー？	德拉科？	4
ナーサリー・ライムの声	童谣的声音	童謠的聲音	4
ネモ・マリーン（観測手）	尼莫水兵（观测手）	尼莫水兵（觀測手）	4
ネモ・マリーンＤ	ネモ・マリーンＤ		4
ネロ？	尼禄？	尼祿？	4
ノッブＵＦＯ			4
ハサンの声	哈桑的声音	哈桑的聲音	4
バンニップ			4
ヒュドラ			4
ビショーネ？	ビショーネ？		4
ブッルス	布鲁斯	布魯斯	4
ブラックアイドル			4
ブーディカ（EX）			4
マガツヒトノカミ			4
マシュ（妄想）			4
マリーの声	玛丽的声音	瑪莉的聲音	4
マルタ？	玛尔达？	瑪爾大？	4
ミニクーちゃん			4
ムーン・ドバイ市民Ｃ	月球迪拜市民Ｃ	月球杜拜市民Ｃ	4
モリアーティ（翻訳）			4
モンク			4
ヤガ叛逆軍（女）	雅嘎反叛军（女）	雅嘎反叛軍（女）	4
ヤガ叛逆軍（男）	雅嘎反叛军（男）	雅嘎反叛軍（男）	4
ヤガ市民Ｂ	雅嘎市民Ｂ	雅嘎市民Ｂ	4
レフ？	雷夫？	雷夫？	4
レース仙人			4
ロベール？			4
ロンディニウム・見張り兵士	伦蒂尼恩·哨兵	倫蒂尼恩．哨兵	4
ローマ市民	罗马市民	羅馬市民	4
ワルキューレｓ			4
ヴィハーン	维翰	維翰	4
一家言ある老人			4
一般参加者			4
上杉家臣			4
上級妖精たち	上级妖精们	上級妖精們	4
世界の破壊者、トリスタン			4
丘ファーの男			4
予言の歌	预言之歌	預言之歌	4
京の町人			4
人形店員			4
人斬りオカダー			4
人斬り以蔵			4
今魔川残党			4
仙台藩士	仙台藩士	仙台藩士	4
住民Ｂ			4
佐々木仮面			4
信者Ｂ			4
修道士			4
元気な声	精力充沛的声音	精力充沛的聲音	4
元老院議員	元老院议员	元老院議員	4
兵士の声	士兵的声音	士兵的聲音	4
凶つ神			4
出店の妖精	开店的妖精	開店的妖精	4
北条アルトリア・オルタ			4
名も知れぬライオン			4
名門のお嬢様			4
土方副長			4
基底のザイード	基底之扎伊德	百貌的哈桑	4
壁の向こうからの声	墙壁对面传来的声音	牆壁對面傳來的聲音	4
大通りの商人	大街上的商人	大街上的商人	4
天幕の奥からの声	帐篷内传来的声音	帳篷內傳來的聲音	4
女性客Ａ			4
女性客Ｂ			4
女王の侍女	女王的侍女	女王的侍女	4
女神	女神		4
好漢			4
妖しき声	怪异的声音	怪異的聲音	4
妖精の士官・オーラリア	妖精士官·奥拉莉娅	妖精士官．奧拉莉雅	4
妖精の官司	妖精官吏	妖精官吏	4
安倍晴明	安倍晴明	安倍晴明	4
客Ｃ			4
寡黙な業者			4
山南警部補			4
峠の魔物Ｒ			4
市民Ｄ			4
弓使いの女	女弓手	女弓手	4
弟の亀			4
微笑むディノス	微笑的迪诺斯	微笑的迪諾斯	4
心のモルガン			4
怪しい連中			4
怪人			4
怪物・男	怪物·男性	怪物・男性	4
怪物・老人	怪物·老人	怪物・老人	4
悪夢のクリストファー			4
悪徳商人			4
手を止めない老人	不肯停手的老人	不肯停手的老人	4
手足をもがれた少女	手脚被拧断的少女	手腳被擰斷的少女	4
数学教授（五十代・独身）			4
斥候	斥候	斥候	4
星詠みのディノス	咏星的迪诺斯	詠星的迪諾斯	4
普通のお菓子ゴーレム			4
月笑騎士団・特殊工作隊	月笑骑士团·特种部队	月笑騎士團．特種部隊	4
月笑騎士団・過激派Ａ	月笑骑士团·激进派Ａ	月笑騎士團．激進派Ａ	4
月笑騎士団・過激派Ｂ	月笑骑士团·激进派Ｂ	月笑騎士團．激進派Ｂ	4
月笑騎士団Ｃ	月笑骑士团员Ｃ	月笑騎士團員Ｃ	4
横たわるアシュタレト			4
武器屋の親父	武器店老爹	武器店老爹	4
武田アタランテ・オルタ			4
武田ダレイオス			4
武田信繁			4
武田信虎			4
水着のサーヴァント			4
水着新選組一番隊隊長			4
水着新選組臨時隊士マシュ			4
沖田さん？			4
温厚なディノス	温厚なディノス		4
燕青（？）	燕青（？）	燕青（？）	4
父	父亲	父親	4
版元の男			4
牧場主Ｂの証言	牧场主B的证言	牧場主B的證言	4
牧場主Ｃの証言	牧场主C的证言	牧場主C的證言	4
牧場主Ｄの証言	牧场主D的证言	牧場主D的證言	4
物売りの声	小贩的声音	小販的聲音	4
獅子と紳士	狮子与绅士	獅子與紳士	4
獣	野兽	野獸	4
獣人？	兽人？	獸人？	4
甲冑を着た妖精	身着甲胄的妖精	身著甲冑的妖精	4
男の声１			4
男の声２			4
町人	城镇居民	城鎮居民	4
町民Ｂ			4
異常変異体	异常变异体	異常變異體	4
監視機械	监视机械	監視機械	4
真田イリ之			4
社員			4
神剣組隊士			4
空洞に響く声	空洞に響く声		4
第三の門	第三门	第三門	4
第六小魔王カッツ			4
紫水晶の女	紫水晶之女	紫水晶之女	4
終末概念	末日概念	末日概念	4
織田信長？	织田信长？	織田信長？	4
織田家臣			4
脇坂カツハル			4
色の違う機械化兵	不同颜色的机械化士兵	不同顏色的機械化士兵	4
華美羅夫人			4
衛兵	卫兵	衛兵	4
観客たち	观众们	觀眾們	4
観客席のディノスたち	观众席上的迪诺斯们	觀眾席上的迪諾斯們	4
言峰監督	言峰教练	言峰教練	4
証言者Ａ	证人A	證人A	4
証言者Ｃ	证人C	證人C	4
証言者Ｅ	证人E	證人E	4
謎のアストロノーツ	谜之宇航员	謎之太空人	4
謎の仮面美女			4
謎の平安女子Ｂ			4
謎の怨霊			4
謎の来訪者ドラゴンエックス			4
逆臣たち	逆臣们	逆臣們	4
通りすがりの海賊			4
通りすがりのＯＬ			4
通りの妖精	路过的妖精	路過的妖精	4
遠くから聞こえるアナウンス			4
部屋の外からの声			4
酒場に集まった妖精	聚集在酒馆的妖精	聚集在酒館的妖精	4
金角 銀角			4
金髪のカウガール			4
銅角			4
陰陽師たち	阴阳师们	陰陽師們	4
雀（変成）			4
集落の民			4
雪轍のハサン			4
風に乗って響く声	随风飘来的声音	隨風飄來的聲音	4
騎士達	骑士们	騎士們	4
魔性			4
魔犬バーゲスト			4
魔王軍足軽			4
魔神ハルファス	魔神哈帕斯	魔神哈帕斯	4
魔神バルバトス	魔神巴巴妥司	魔神巴巴妥司	4
黒桐（？）			4
７人			4
ＡＤ（仮）			4
ＲＳＦしか出さない王			4
“弓”	“弓”	「弓」	3
■■■■■	■■■■	■■■■	3
《小鳥獲り》			3
「Ｍ」	「M」	「M」	3
【十三屋九四郎】			3
【杜四郎】			3
うかれていた妖精	兴奋的妖精	興奮的妖精	3
えっちゃん店長			3
お菓子の国の住人たち			3
お路？			3
とと様			3
の悪魔			3
ひょいと顔を現した上級市民	突然冒出来的上级市民	突然冒出來的上級市民	3
ふたり		二人	3
みつ			3
ゆるキャラＢ	吉祥物B	吉祥物B	3
アイリスフィール（EX）			3
アキバガードＣ			3
アキレウス八歳			3
アスクレピオスの声	阿斯克勒庇俄斯的声音	阿斯克勒庇俄斯的聲音	3
アマゾネスＤ	亚马逊人Ｄ	亞馬遜人Ｄ	3
アルテミスＡ			3
アルテミスＢ			3
アレクサンドリア大図書館			3
アンデルセン（解説風）			3
イマジナリー虞美人			3
インドの少女	印度少女	印度少女	3
ウィンキー（ロブとワグの悪友）	温基（罗布与瓦格的损友）	溫奇（羅布與瓦格的損友）	3
ウェアジャガーさん	半豹人	半豹人	3
ウェイトレス			3
ウェンディゴ			3
ウルク兵士Ｂ	乌鲁克士兵B	烏魯克士兵B	3
ウルク市民Ａ	乌鲁克市民A	烏魯克市民A	3
ウルク市民Ｂ	乌鲁克市民B	烏魯克市民B	3
ウルク市民Ｄ	乌鲁克市民D	烏魯克市民D	3
エドワード・ペリィーチ			3
エリザベート？	伊丽莎白？	伊莉莎白？	3
オグ			3
オジマンディアス（妄想）			3
オジマンディアス？	奥斯曼狄斯？	奧茲曼迪亞斯？	3
オンファムの声	翁法姆的声音	翁法姆的聲音	3
オールド・ドバイ市民Ｄ	旧迪拜市民Ｄ	舊杜拜市民Ｄ	3
カエサル？	恺撒？	凱撒？	3
カメラマン			3
カルデア職員Ａ	迦勒底职员Ａ	迦勒底職員Ａ	3
カレン？	卡莲？		3
カーター？	卡特？	卡特？	3
キングプロテア・ソチナトル	Kingprotea Xochitonal	Kingprotea Xochitonal	3
ギガフレーム・メカエリチャン			3
ギャングＢ			3
グロスターの下級妖精	格洛斯特的下级妖精	格洛斯特的下級妖精	3
ケルピー			3
コッコ			3
ゴールデンな声	Golden的声音	Golden的聲音	3
ゴーレムマスター			3
サメ騎士Ａ			3
サメ騎士Ｂ			3
シオン？	希翁？	紫苑？	3
シルビア	西尔维亚		3
シンセンブラック	新选Black	新選Black	3
ジャックの声	杰克的声音	傑克的聲音	3
スカサハ＝スカディＢ	斯卡哈·斯卡蒂B	斯卡薩哈=斯卡蒂B	3
スカサハ＝スカディＣ	斯卡哈·斯卡蒂C	斯卡薩哈=斯卡蒂C	3
セレブなムーン・ドバイ市民	名流月球迪拜市民	名流月球杜拜市民	3
セレブＡ	名流A	名流A	3
ゼノビア？	芝诺比阿？	潔諾比亞？	3
タマモキャット２			3
ダストン	达斯顿		3
テスラ			3
テロリストＢ	恐怖分子B	恐怖分子B	3
トゥーヤマの金さん			3
ナレーション・マシュ			3
ナージャーワン			3
ニキチッチの声	尼基季奇的声音	尼基季奇的聲音	3
ネモ・マリーン（観測手・右）	尼莫水兵（观测手·右）	尼莫水兵（觀測手．右）	3
ネモ？Ｄ	尼莫？D	尼莫？D	3
ノクナレア軍・伝令兵	诺克娜蕾军·传令兵	諾克娜蕾雅軍．傳令兵	3
バイトのお姉さん			3
バベッジ（ー）			3
バーゲストの兵士	巴格斯特的士兵	巴格斯特的士兵	3
バーサーク・アーチャー	狂化弓兵	狂化Archer	3
バーテンダー			3
ファーたち			3
ベッドで跳ね起きる男	从床上跳起来的男人	從床上跳起來的男人	3
ホームズ？	福尔摩斯？	福爾摩斯？	3
マガツ謙信ノカミ			3
ミステリアン・サーヴァント３号			3
ミュージシャン			3
ムーン・ドバイ市民Ａ	月球迪拜市民Ａ	月球杜拜市民Ａ	3
メイドゥーサ			3
メディア？	美狄亚？	美狄亞？	3
モブ女	龙套女	龍套女	3
モブＦ？			3
モルガンの声	摩根的声音	摩根的聲音	3
モルガン兵	摩根士兵	摩根軍士兵	3
モルガン軍の兵士	摩根的士兵	摩根軍士兵	3
モンスター	怪物	怪物	3
ラジオ放送			3
ラニ＝Ｄ	拉妮－Ｄ	拉妮＝Ｄ	3
ランスロットたち	兰斯洛特们	蘭斯洛特們	3
レジスタンスの男	反抗者男性	反抗者男性	3
レジスタンス男Ｄ	反抗者男性D	反抗者男性D	3
レジスタンス達	反抗者们	反抗者們	3
レフ・ゲーティア	レフ・ゲーティア		3
ローランっぽい何か	类似罗兰的某种东西	類似羅蘭的某種東西	3
ローラン？	罗兰？	羅蘭？	3
ローン・イーグル			3
ワイバーン	双足飞龙	雙足飛龍	3
ワニ？			3
ワルキューレたち	ワルキューレたち	瓦爾基麗們	3
ワルキューレ軍団	ワルキューレ軍団		3
ワルキューレ？			3
ワルキューレ？？			3
ワンジナ？	ワンジナ？	旺吉娜？	3
一度燃やされたイアソンくん			3
一般参加者Ｅ			3
三人の子供			3
予言の子	预言之子	預言之子	3
二人の巌窟王	两位岩窟王	兩位巖窟王	3
二騎の戦乙女	两骑女武神	兩騎女武神	3
京の町娘			3
人斬りＩＺＯ			3
人間の店番	人类店员	人類店員	3
会津藩士	会津藩士	會津藩士	3
作業服の女性	身穿工作服的女性	身穿工作服的女性	3
修理業者			3
偉そうな人			3
兄弟たち			3
八犬士			3
公園に集まったＡＩたち	聚集在公园的ＡＩ们	聚集在公園的ＡＩ們	3
兵士の声Ｂ	士兵的声音B	士兵的聲音B	3
内裏の貴女	禁中的高贵女性	內裏的高貴女性	3
円卓の騎士たち			3
円卓軍の兵士たち	圆桌军士兵们	圓桌軍士兵們	3
刑部姫Ｂ			3
列車強盗・頭目			3
刺客			3
劇場関係者	剧院工作者	劇院工作者	3
北条ガウェインホワイト			3
北条モードレッドレッド			3
反乱軍の兵士Ｃ	反叛军士兵C	反叛軍士兵C	3
収容されていた少女	被收容的少女	被收容的少女	3
名も知らぬ女性	不知名的女性	不知名的女性	3
名も知らぬ男性	不知名的男性	不知名的男性	3
周囲の生徒たち	周围的学生	周圍的學生	3
周囲の貴族たち	周围的贵族们	周圍的貴族們	3
呼延灼の声	呼延灼的声音	呼延灼的聲音	3
咸陽市民Ａ	咸阳市民A	咸陽市民A	3
喋る亀			3
囃し立てる町人	热闹的城镇居民	熱鬧的城鎮居民	3
城下の子供	城里的孩童	城裡的孩童	3
基地内放送	基地内广播	基地內廣播	3
夏の幽霊			3
外から聞こえてくる詩	外面传来的诗歌	外面傳來的詩歌	3
大石像			3
大黒天？	大黑天？	大黑天？	3
天使・第七階梯？	天使·第七阶梯？		3
奉公人			3
女剣士の声	女剑士的声音	女劍士的聲音	3
女子寮長			3
女海賊達	女海盗们	女海盜們	3
女王の衛士	女王的卫士	女王的衛士	3
女神信奉団（エウリュアレファン）			3
女Ａ	女性A	女性A	3
妖精の大使	妖精大使	妖精大使	3
妖精亡主	妖精亡主	妖精亡主	3
妖精士官たち	妖精士官们	妖精士官們	3
妖精騎士	妖精骑士	妖精騎士	3
妙に迫力のある埴輪			3
子豚たち	小猪们	小豬們	3
小人			3
小柄な妖精	矮小的妖精	矮小的妖精	3
少女の声	少女的声音	少女的聲音	3
少年時代のベリル	少年时代的贝里尔	少年時代的貝里爾	3
屈強なムーン・ドバイ市民	强壮的月球迪拜市民	強壯的月球杜拜市民	3
屈強な半魚人			3
岡っ引き“静”			3
巫女姿のキャスター			3
市民たち	市民们	市民們	3
広域殲滅機械	广域歼灭机械	廣域殲滅機械	3
広場に集まった妖精たち	聚集在广场的妖精们	聚集在廣場的妖精們	3
広場の妖精たち	广场上的妖精们	廣場上的妖精們	3
店員？			3
強面の男	面容可怕的男人	面容可怕的男人	3
得体の知れないもの			3
徴姉妹	徴姉妹	徵氏姐妹	3
心をなくした客			3
怪物・女	怪物·女性	怪物・女性	3
怪腕のゴズール	怪腕之戈兹尔		3
悪霊剣士			3
悪鬼羅刹			3
悲しそうなディノス	似乎很悲伤的迪诺斯	似乎很悲傷的迪諾斯	3
愉快なランサー			3
戦士の声	战士的声音	戰士的聲音	3
手下Ｂ			3
手足が透けだしているＡＩ	手脚逐渐透明的ＡＩ	手腳逐漸變得透明的ＡＩ	3
指揮官	指挥官	指揮官	3
放送			3
教団幹部			3
敵軍	敌军	敵軍	3
旗本	旗本	旗本	3
暴食区の罪人	暴食区的罪人		3
曲亭馬琴？	曲亭馬琴？	曲亭馬琴？	3
月笑騎士団たちの声	月笑骑士团员们的声音	月笑騎士團員們的聲音	3
月笑騎士団Ａ	月笑骑士团员Ａ	月笑騎士團員Ａ	3
月笑騎士団Ｂ	月笑骑士团员Ｂ	月笑騎士團員Ｂ	3
村の女性	女性村民	女性村民	3
村の男性	男性村民	男性村民	3
村人らしき男			3
板長			3
株式会社ＱＫ・おーん			3
検体：Ｅ	検体：Ｅ		3
楊貴妃？	琰女？	楊貴妃？	3
模範的ローマ市民（ネロファン）			3
機械の鷲			3
歌い手Ｐ			3
正論なディノス	正論なディノス		3
歴戦の警官	身经百战的警官	身經百戰的警官	3
死滅の尾			3
死霊騎士	死灵骑士	死靈騎士	3
母ディノス	母亲迪诺斯	母親迪諾斯	3
洋装の男	洋装男子	洋裝男子	3
浪士			3
海賊仲間	海盗同伴	海盜同伴	3
清少納言（人生を振り返らない）			3
源義経オルタ風			3
燃え盛る炎	燎燃的火焰	盛燃的火焰	3
牧場主Ａの証言	牧场主A的证言	牧場主A的證言	3
狙撃兵			3
猿飛クロ助			3
獅子心王？			3
獅子面の騎士	狮子面骑士	獅子面騎士	3
理性的なマシーン			3
理知的なディノス	理知的なディノス		3
男の声４			3
町の民の声	镇民的声音	鎮民的聲音	3
町人・乙			3
異常竜種	异常龙种	異常龍種	3
白い礼服の旧人類	身穿白色礼服的旧人类	身穿白色禮服的舊人類	3
白馬	白马	白馬	3
目の良いディノス	目の良いディノス		3
目覚めた男	苏醒的男人	甦醒的男人	3
穏やかに微笑むディノス	温和微笑的迪诺斯	溫和微笑的迪諾斯	3
穢れた騎士			3
突撃兵			3
笑うディノス	面带笑容的迪诺斯	面帶笑容的迪諾斯	3
笑う亀			3
粛正騎士？	肃正骑士？	肅正騎士？	3
紫髪の茶屋娘			3
紳士Ａ			3
紳士Ｂ			3
維新新選組・ヒジカタ			3
緑茶			3
群衆			3
腹筋自慢のバーサーカー			3
腹筋自慢の女王			3
若々しいディノス	朝气蓬勃的迪诺斯	朝氣蓬勃的迪諾斯	3
英雄			3
英霊兵			3
荷運びゴーレム			3
蒼く輝くシエル	苍辉之希耶尔	蒼輝之希耶爾	3
藤吉			3
衛生兵			3
見張りの妖精Ｂ	看守的妖精B	看守的妖精B	3
観光客の子供			3
観光客を装った海賊			3
観客Ｃ			3
記録			3
証言者Ｂ	证人B	證人B	3
謎のウェイトレス２号			3
謎の姫	神秘的公主	神秘的公主	3
謎の御前	神秘的御前	神秘的御前	3
謎の新選組女			3
謎の沖田Ｘ	谜之冲田X	謎之沖田X	3
謎の画家			3
警備員たち			3
護衛スタッフＡ			3
豊臣秀頼			3
豊臣鶴松			3
逃げ惑うサークル参加者たち			3
逃げ惑うサークル参加者Ｄ			3
這い蠢く瘴気			3
逸れのバーサーカー？			3
運動部の生徒	体育社团的学生	體育社團的學生	3
遠くからの声	远处传来的声音	遠處傳來的聲音	3
遠くの声			3
邪馬台国亡者			3
酷吏Ｂ			3
里の女	村里的女性	村裡的女性	3
里の老爺	村里老头	村裡老頭	3
金の亡者			3
金色魔太閤秀吉			3
鈴鹿御前〔サマバケ〕	铃鹿御前〔暑假〕	鈴鹿御前〔暑假〕	3
陸ファーの男			3
隊長	队长	隊長	3
集落の男性			3
雑賀エミヤ・オルタ			3
霧隠ミユ蔵			3
頭に響いてくる巫女の声			3
頼光	赖光	賴光	3
風魔と絡繰	风魔与机关	風魔與機關	3
馬	马	馬	3
馬琴あらためお路			3
騎士？	骑士？	騎士？	3
高杉重工広報			3
鬼参			3
鬼武蔵			3
魔法使い			3
魔王信長？	魔王信長？	魔王信長？	3
魔神オリアス	魔神欧里亚斯	魔神歐里亞斯	3
黒髭幹也			3
４人			3
？？？？？	？？？？？	？？？？？	3
Ａチーム			3
Ｂチーム			3
Ｃチーム			3
ＧＬＢ			3
ＳＰ２			3
10歳の少年	10岁的少年	10歲的少年	2
30の大使、100の官司たち	三十位大使、百位官吏们	三十位大使、百位官吏們	2
C.I.E.L	C.I.E.L	C.I.E.L	2
Ⅱ号機量産型			2
■■■	■■■	■■■	2
■■■■			2
■ナ■	■娜■	■娜■	2
■ナコ	■娜可	■娜可	2
【箭五郎】			2
あわてるディノス	慌张的迪诺斯	慌張的迪諾斯	2
いかつい男性	严厉的男性	嚴厲的男性	2
いつか相棒だった気がする海賊			2
うつろな目のＡＩ	眼神空洞的ＡＩ	眼神空洞的ＡＩ	2
おかあさん			2
おき太			2
おとなしい業者			2
お人好しっぽい埴輪			2
お茶のマシュ博士			2
かつて最後尾だった男			2
しりあるきらー			2
すごい女の子			2
たくさん			2
どう見ても亀			2
どこかで戦った気がする海賊			2
ならず者	无赖	無賴	2
ねろボーイズ			2
やわらかいチンピラ			2
ゆるキャラＡ	吉祥物A	吉祥物A	2
アイスキャンディー屋さん			2
アイリ	爱丽	愛麗	2
アキバガード兼ねろボーイズ			2
アキレウス（ボンクラＣ）			2
アキレウス（話を聞いていない）			2
アナスタシア（牛タン美味しい）			2
アマデウス？	阿马德乌斯？	阿瑪迪斯？	2
アルくん			2
アルジュナ？	阿周那？	阿周那？	2
アルトちゃん			2
アンドロメダの声	アンドロメダ的声音	安朵美達的聲音	2
イフリータ			2
イフリータ（？）			2
イマジナリーキルケー			2
イリヤスフィール・テスタメント			2
イリヤ（スローモーション）			2
イリヤ（遊んでいる）			2
イリヤ（ＩＱ２）			2
インテリア			2
ウッドワスの兵士	伍德沃斯的士兵	伍德沃斯的士兵	2
ウルク市民Ｃ	乌鲁克市民C	烏魯克市民C	2
エイリーク血斧王	血斧王埃里克	血斧王埃里克	2
エミヤ・オルタ？	卫宫·Alter？	Emiya．Alter？	2
エリっさ			2
エリザベートたち	伊丽莎白们	伊莉莎白們	2
エリザベートたち（？）			2
エリザベート（城主）			2
エリザベートｓ	伊丽莎白s	伊莉莎白s	2
オリオン（ヘラクレス？）			2
オリオンＡ			2
オリオンＢ			2
オリオンＣ			2
オロチのお竜			2
オールド・ドバイの市民たち	旧迪拜市民们	舊杜拜市民們	2
オールド・ドバイ市民Ｃ	旧迪拜市民Ｃ	舊杜拜市民Ｃ	2
カリギュラ？	卡利古拉？	卡利古拉？	2
カルデアスタッフＣ	迦勒底工作人员C	迦勒底工作人員C	2
カルデア日報			2
カルデア職員ｓ			2
カンガルーたち			2
カーマ（左）			2
カーマ（真ん中）			2
カーミラ？	卡米拉？	卡米拉？	2
カール大帝（？）	卡尔大帝（？）	卡爾大帝（？）	2
キジバト			2
ギャングＡ			2
ギャンブラー			2
クレオパトラの声	克娄巴特拉的声音	克麗奧佩脫拉的聲音	2
グガランナマークⅡ			2
グリム	格里姆	格里姆	2
ケツァルコアトルス	羽蛇神翼龙	羽蛇神翼龍	2
ケノ			2
ケーキ・ガーディアン	蛋糕守卫	蛋糕守衛	2
ゲンパチ			2
コロンブス（？）×３			2
コートの男	穿外套的男人	穿外套的男人	2
ゴーレム？？？			2
サファイア（ナレーション）			2
サメ騎士ＡＢ			2
サリエリ先生？	萨列里老师？	薩里耶利老師？	2
シェリンガム？			2
シャンシャン	夏夏	夏夏	2
シンシンさん			2
ジャガーの戦士			2
ジャガーの戦士たち	ジャガーの戦士たち	豹戰士們	2
スターガーディアン・タロス	星卫·塔罗斯	星衛．塔羅斯	2
ステージ上からの声	舞台上方传来的声音	舞臺上方傳來的聲音	2
スフィンクス			2
スプリガンの衛士Ａ	斯普里根的卫士A	斯普利根的衛士A	2
スポーツジムの二人			2
セイバーのマスター	Saber的御主	Saber的御主	2
セプテムの言祝ぎ			2
タマモキャット３			2
タマモーズ			2
ダレイオス			2
ダ・ヴィンチじゃなさそう			2
ダークお母さんチョコ			2
チャチャ	茶茶	茶茶	2
テレビ放送			2
テロリスト	恐怖分子	恐怖分子	2
テロリストＡ	恐怖分子A	恐怖分子A	2
デイノニクス11兄弟・四男	恐爪龙十一兄弟·老四	恐爪龍十一兄弟．老四	2
デイヴィット	戴维特	達維特	2
デオン？	迪昂？	德翁？	2
デーモンソード	恶魔之剑	惡魔之劍	2
トネリコ？	梣？	托內莉可？	2
トラックの運転手			2
トレーナーのお姉さん			2
トーテムポール			2
ドゥルシネーア	杜尔西内娅	杜爾西內亞	2
ドクターの声	医生的声音	醫生的聲音	2
ドルイド・ゴースト	德鲁伊鬼魂	德魯伊鬼魂	2
ドレスを着た妖精	穿着礼裙的妖精	穿著禮服的妖精	2
ドレッドノートたち			2
ナイチンゲール？	南丁格尔？	南丁格爾？	2
ニコラ	尼古拉·特斯拉	尼古拉．特斯拉	2
ノイズ混じりの声	混着杂音的声音	混著雜音的聲音	2
ハンバーグの鬼とシーフードの鬼			2
バイオチキン			2
パイロン坂本			2
パリス？	帕里斯？	帕里斯？	2
ビーチの管理人			2
ピエールズ			2
