profile_id	provider	locale	voice_name	style	pitch	rate	volume	description
auto_87ace05475_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-4%	0.94	100	Auto female_mystic Chinese profile for 赫费斯提翁
auto_964bff0e28_jp	azure	ja-JP	ja-JP-NanamiNeural	chat	+5%	0.99	100	Auto female_gentle Japanese profile for マナナン・マク・リール
auto_964bff0e28_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	gentle	+6%	0.95	100	Auto female_gentle Chinese profile for 马纳南·麦克·利尔
auto_cad731b059_jp	azure	ja-JP	ja-JP-NanamiNeural		-2%	0.91	100	Auto female_shadow Japanese profile for バゼット
auto_cad731b059_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-4%	0.91	100	Auto female_shadow Chinese profile for 巴泽特
auto_8b63aa58b7_jp	azure	ja-JP	ja-JP-AoiNeural		+1%	0.96	100	Auto female_noble Japanese profile for 徴姉妹
auto_8b63aa58b7_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	0%	0.94	100	Auto female_noble Chinese profile for 征氏姐妹
auto_7399a00591_jp	azure	ja-JP	ja-JP-NaokiNeural		-2%	0.93	100	Auto alter_shadow Japanese profile for 太歳星君
auto_7399a00591_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-3%	0.91	100	Auto alter_shadow Chinese profile for 太岁星君
auto_9f489c9782_jp	azure	ja-JP	ja-JP-NanamiNeural		-5%	0.94	100	Auto female_shadow Japanese profile for スーパーバニヤン
auto_9f489c9782_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-7%	0.91	100	Auto female_shadow Chinese profile for 超级班扬
auto_acfd50eb69_jp	azure	ja-JP	ja-JP-NanamiNeural		-2%	0.92	100	Auto female_shadow Japanese profile for 大黒天
auto_acfd50eb69_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-4%	0.92	100	Auto female_shadow Chinese profile for 大黑天
auto_8a6a6d4ca4_jp	azure	ja-JP	ja-JP-AoiNeural		+3%	1.01	100	Auto female_noble Japanese profile for メアリー・アニング
auto_8a6a6d4ca4_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	+2%	0.96	100	Auto female_noble Chinese profile for 玛丽·安宁
auto_e989c6e7a3_jp	azure	ja-JP	ja-JP-DaichiNeural		-5%	0.98	100	Auto male_heroic Japanese profile for コンスタンティノス11世
auto_e989c6e7a3_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-4%	0.99	100	Auto male_heroic Chinese profile for 君士坦丁十一世
auto_6590abd91b_jp	azure	ja-JP	ja-JP-DaichiNeural		-2%	1.03	100	Auto male_heroic Japanese profile for シャルルマーニュ
auto_6590abd91b_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-5%	1.00	100	Auto male_heroic Chinese profile for 查理曼
auto_cd96aa4fab_jp	azure	ja-JP	ja-JP-DaichiNeural		-4%	1.03	100	Auto male_heroic Japanese profile for ローラン
auto_cd96aa4fab_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-5%	0.96	100	Auto male_heroic Chinese profile for 罗兰
auto_9d15ba01f4_jp	azure	ja-JP	ja-JP-NanamiNeural		-3%	0.96	100	Auto female_shadow Japanese profile for クリームヒルト
auto_9d15ba01f4_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-3%	0.94	100	Auto female_shadow Chinese profile for 克里姆希尔德
auto_997a62c477_jp	azure	ja-JP	ja-JP-NaokiNeural		-4%	1.03	100	Auto male_bright Japanese profile for ジェームズ・モリアーティ
auto_997a62c477_cn	azure	zh-CN	zh-CN-YunxiNeural	cheerful	0%	1.02	100	Auto male_bright Chinese profile for 詹姆斯·莫里亚蒂
auto_8b677b14c8_jp	azure	ja-JP	ja-JP-DaichiNeural		-7%	1.01	100	Auto male_heroic Japanese profile for ドン・キホーテ
auto_8b677b14c8_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-1%	0.96	100	Auto male_heroic Chinese profile for 堂·吉诃德
auto_681739c6c8_jp	azure	ja-JP	ja-JP-NaokiNeural		-1%	0.93	100	Auto male_calm Japanese profile for 張角
auto_681739c6c8_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-3%	0.96	100	Auto male_calm Chinese profile for 张角
auto_25982807ce_jp	azure	ja-JP	ja-JP-AoiNeural		+1%	1.00	100	Auto female_noble Japanese profile for 曲亭馬琴
auto_25982807ce_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-2%	0.98	100	Auto female_noble Chinese profile for 曲亭马琴
auto_c6cfb40263_jp	azure	ja-JP	ja-JP-NaokiNeural		-3%	0.95	100	Auto male_calm Japanese profile for 源為朝
auto_c6cfb40263_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-6%	0.92	100	Auto male_calm Chinese profile for 源为朝
auto_9a68c2b503_jp	azure	ja-JP	ja-JP-NanamiNeural		+2%	0.93	100	Auto female_mystic Japanese profile for アーキタイプ：アース
auto_9a68c2b503_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-1%	0.91	100	Auto female_mystic Chinese profile for Archetype：Earth
auto_12d38389c6_jp	azure	ja-JP	ja-JP-NanamiNeural		-1%	0.91	100	Auto female_shadow Japanese profile for 徐福
auto_12d38389c6_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-5%	0.94	100	Auto female_shadow Chinese profile for 徐福
auto_d1bd7a5572_jp	azure	ja-JP	ja-JP-NanamiNeural		-2%	0.94	100	Auto female_mystic Japanese profile for レディ・アヴァロン
auto_d1bd7a5572_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+2%	0.91	100	Auto female_mystic Chinese profile for 阿瓦隆女士
auto_85bb4884ba_jp	azure	ja-JP	ja-JP-NanamiNeural		-1%	0.91	100	Auto female_mystic Japanese profile for 武則天
auto_85bb4884ba_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-3%	0.96	100	Auto female_mystic Chinese profile for 武则天
auto_226b868d91_jp	azure	ja-JP	ja-JP-NanamiNeural		-1%	0.94	100	Auto female_mystic Japanese profile for スルーズ
auto_226b868d91_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	0%	0.95	100	Auto female_mystic Chinese profile for 斯露德
auto_30bbeffaae_jp	azure	ja-JP	ja-JP-NanamiNeural		-2%	0.95	100	Auto female_mystic Japanese profile for ヒルド
auto_30bbeffaae_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+1%	0.95	100	Auto female_mystic Chinese profile for 希露德
auto_1f43226646_jp	azure	ja-JP	ja-JP-NanamiNeural		-3%	0.92	100	Auto female_mystic Japanese profile for オルトリンデ
auto_1f43226646_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+2%	0.95	100	Auto female_mystic Chinese profile for 奥特琳德
auto_31e7289f77_jp	azure	ja-JP	ja-JP-NanamiNeural		-7%	0.92	100	Auto female_shadow Japanese profile for 千利休
auto_31e7289f77_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-1%	0.94	100	Auto female_shadow Chinese profile for 千利休
auto_6e3bd4f951_jp	azure	ja-JP	ja-JP-DaichiNeural		-5%	1.00	100	Auto male_heroic Japanese profile for 山南敬助
auto_6e3bd4f951_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-1%	0.97	100	Auto male_heroic Chinese profile for 山南敬助
auto_63162ec442_jp	azure	ja-JP	ja-JP-AoiNeural		-1%	1.00	100	Auto female_noble Japanese profile for 壱与
auto_63162ec442_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	0%	0.99	100	Auto female_noble Chinese profile for 壹与
auto_998db704c9_jp	azure	ja-JP	ja-JP-NanamiNeural		0%	0.95	100	Auto female_mystic Japanese profile for 呼延灼
auto_998db704c9_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+1%	0.93	100	Auto female_mystic Chinese profile for 呼延灼
auto_6830dcc278_jp	azure	ja-JP	ja-JP-DaichiNeural		-1%	1.01	100	Auto male_heroic Japanese profile for 黄飛虎
auto_6830dcc278_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-6%	1.01	100	Auto male_heroic Chinese profile for 黄飞虎
auto_6e39dade05_jp	azure	ja-JP	ja-JP-NanamiNeural		+1%	0.91	100	Auto female_mystic Japanese profile for 九紋竜エリザ
auto_6e39dade05_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+1%	0.97	100	Auto female_mystic Chinese profile for 九纹龙伊丽莎
auto_7a817b2dd8_jp	azure	ja-JP	ja-JP-AoiNeural		+3%	1.00	100	Auto female_noble Japanese profile for ブリトマート
auto_7a817b2dd8_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-3%	0.94	100	Auto female_noble Chinese profile for 布里托玛特
auto_e5a9af4600_jp	azure	ja-JP	ja-JP-NaokiNeural		-4%	0.92	100	Auto alter_shadow Japanese profile for グレゴリー・ラスプーチン
auto_e5a9af4600_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-2%	0.91	100	Auto alter_shadow Chinese profile for 格里戈里·拉斯普京
auto_1442526ddc_jp	azure	ja-JP	ja-JP-NanamiNeural		-3%	0.93	100	Auto female_shadow Japanese profile for ニトクリス・オルタ
auto_1442526ddc_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-5%	0.97	100	Auto female_shadow Chinese profile for 尼托克丽丝·Alter
auto_e9fdd7347f_jp	azure	ja-JP	ja-JP-NaokiNeural		0%	0.95	100	Auto male_calm Japanese profile for テスカトリポカ
auto_e9fdd7347f_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-6%	0.91	100	Auto male_calm Chinese profile for 特斯卡特利波卡
auto_cbb01bd730_jp	azure	ja-JP	ja-JP-NanamiNeural		+1%	0.91	100	Auto female_mystic Japanese profile for トラロック
auto_cbb01bd730_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-4%	0.93	100	Auto female_mystic Chinese profile for 特拉洛克
auto_d7f029b16d_jp	azure	ja-JP	ja-JP-NanamiNeural		-3%	0.96	100	Auto female_mystic Japanese profile for ククルカン
auto_d7f029b16d_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+1%	0.93	100	Auto female_mystic Chinese profile for 库库尔坎
auto_edbca2c0a2_jp	azure	ja-JP	ja-JP-AoiNeural		+1%	0.98	100	Auto female_noble Japanese profile for 女教皇ヨハンナ
auto_edbca2c0a2_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	+3%	0.95	100	Auto female_noble Chinese profile for 女教皇若安
auto_88a7178b71_jp	azure	ja-JP	ja-JP-NaokiNeural		-2%	0.96	100	Auto male_calm Japanese profile for 高杉晋作
auto_88a7178b71_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-1%	0.92	100	Auto male_calm Chinese profile for 高杉晋作
auto_c2f906d6d4_jp	azure	ja-JP	ja-JP-NanamiNeural	chat	+9%	1.06	100	Auto child_light Japanese profile for ラーヴァ
auto_c2f906d6d4_cn	azure	zh-CN	zh-CN-XiaoyiNeural	cheerful	+8%	1.08	100	Auto child_light Chinese profile for 幼体
auto_55b81345e0_jp	azure	ja-JP	ja-JP-AoiNeural		0%	1.03	100	Auto female_bright Japanese profile for ソドムズビースト
auto_55b81345e0_cn	azure	zh-CN	zh-CN-XiaoyiNeural	cheerful	0%	1.03	100	Auto female_bright Chinese profile for 所多玛之兽
auto_6d87252c8e_jp	azure	ja-JP	ja-JP-NanamiNeural	chat	+3%	0.94	100	Auto female_gentle Japanese profile for ドラコー
auto_6d87252c8e_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	gentle	+2%	1.00	100	Auto female_gentle Chinese profile for 德拉科
auto_3a220c7ea6_jp	azure	ja-JP	ja-JP-NanamiNeural		+1%	0.91	100	Auto female_mystic Japanese profile for ロクスタ
auto_3a220c7ea6_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-1%	0.94	100	Auto female_mystic Chinese profile for 洛库斯塔
auto_a0137691d5_jp	azure	ja-JP	ja-JP-DaichiNeural		-7%	0.99	100	Auto male_heroic Japanese profile for セタンタ
auto_a0137691d5_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-2%	0.99	100	Auto male_heroic Chinese profile for 瑟坦特
auto_f6b83b63f3_jp	azure	ja-JP	ja-JP-NanamiNeural	chat	+4%	0.97	100	Auto female_gentle Japanese profile for 果心居士
auto_f6b83b63f3_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	gentle	+4%	0.95	100	Auto female_gentle Chinese profile for 果心居士
auto_8221bcc461_jp	azure	ja-JP	ja-JP-DaichiNeural		-2%	0.98	100	Auto male_heroic Japanese profile for ビーマ
auto_8221bcc461_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-4%	0.96	100	Auto male_heroic Chinese profile for 怖军
auto_efa184080b_jp	azure	ja-JP	ja-JP-DaichiNeural		-9%	0.94	100	Auto male_gruff Japanese profile for ドゥリーヨダナ
auto_efa184080b_cn	azure	zh-CN	zh-CN-YunyeNeural	disgruntled	-3%	0.98	100	Auto male_gruff Chinese profile for 难敌
auto_74eac1a88f_jp	azure	ja-JP	ja-JP-NanamiNeural		-2%	0.93	100	Auto female_cool Japanese profile for ドゥルガー
auto_74eac1a88f_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-1%	0.96	100	Auto female_cool Chinese profile for 杜尔伽
auto_5e7757049e_jp	azure	ja-JP	ja-JP-NanamiNeural		+2%	0.95	100	Auto female_mystic Japanese profile for 雨の魔女トネリコ
auto_5e7757049e_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+2%	0.95	100	Auto female_mystic Chinese profile for 雨之魔女梣
auto_dcc2d4510b_jp	azure	ja-JP	ja-JP-NanamiNeural		0%	0.96	100	Auto female_mystic Japanese profile for ノクナレア・ヤラアーンドゥ
auto_dcc2d4510b_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+1%	0.97	100	Auto female_mystic Chinese profile for 诺克娜蕾·雅兰杜
auto_f5af000613_jp	azure	ja-JP	ja-JP-AoiNeural		+3%	0.99	100	Auto female_noble Japanese profile for メリュジーヌ
auto_f5af000613_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	+1%	0.95	100	Auto female_noble Chinese profile for 梅柳齐娜
auto_955b3a5c94_jp	azure	ja-JP	ja-JP-AoiNeural		+5%	1.05	100	Auto female_bright Japanese profile for メリュジーヌ・オンディーヌ
auto_955b3a5c94_cn	azure	zh-CN	zh-CN-XiaoyiNeural	cheerful	+4%	1.08	100	Auto female_bright Chinese profile for 梅柳齐娜·翁蒂娜
auto_ea2552cde0_jp	azure	ja-JP	ja-JP-NanamiNeural		+1%	0.98	100	Auto female_cool Japanese profile for ＵＤＫ－バーゲスト
auto_ea2552cde0_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	0%	0.96	100	Auto female_cool Chinese profile for UDK－巴格斯特
auto_0344b4262b_jp	azure	ja-JP	ja-JP-NanamiNeural		-1%	0.90	100	Auto female_mystic Japanese profile for ケット・クー・ミコケル
auto_0344b4262b_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+1%	0.95	100	Auto female_mystic Chinese profile for 凯特·库·米可科尔
auto_e7a682571b_jp	azure	ja-JP	ja-JP-NaokiNeural		-6%	0.95	100	Auto male_calm Japanese profile for ワンジナ
auto_e7a682571b_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	0%	0.94	100	Auto male_calm Chinese profile for 旺吉娜
auto_811bf3da27_jp	azure	ja-JP	ja-JP-NaokiNeural		-3%	1.06	100	Auto male_bright Japanese profile for プトレマイオス
auto_811bf3da27_cn	azure	zh-CN	zh-CN-YunxiNeural	cheerful	+2%	1.03	100	Auto male_bright Chinese profile for 托勒密
auto_f110fc6343_jp	azure	ja-JP	ja-JP-NanamiNeural		-3%	0.99	100	Auto female_cool Japanese profile for 杉谷善住坊
auto_f110fc6343_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-3%	0.96	100	Auto female_cool Chinese profile for 杉谷善住坊
auto_b9a75a6c5a_jp	azure	ja-JP	ja-JP-DaichiNeural		-4%	1.02	100	Auto male_heroic Japanese profile for テセウス
auto_b9a75a6c5a_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-2%	0.98	100	Auto male_heroic Chinese profile for 忒修斯
auto_fb60684b76_jp	azure	ja-JP	ja-JP-DaichiNeural		-4%	0.99	100	Auto male_heroic Japanese profile for 武田晴信
auto_fb60684b76_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-7%	1.01	100	Auto male_heroic Chinese profile for 武田晴信
auto_9dd936eb90_jp	azure	ja-JP	ja-JP-DaichiNeural		-5%	0.95	100	Auto male_gruff Japanese profile for 永倉新八
auto_9dd936eb90_cn	azure	zh-CN	zh-CN-YunyeNeural	disgruntled	-5%	0.96	100	Auto male_gruff Chinese profile for 永仓新八
auto_24ec12c662_jp	azure	ja-JP	ja-JP-NanamiNeural		0%	0.99	100	Auto female_cool Japanese profile for 雑賀孫一
auto_24ec12c662_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-3%	0.95	100	Auto female_cool Chinese profile for 杂贺孙一
auto_dc8c550d87_jp	azure	ja-JP	ja-JP-AoiNeural		+2%	1.01	100	Auto female_noble Japanese profile for 上杉謙信
auto_dc8c550d87_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	0%	0.96	100	Auto female_noble Chinese profile for 上杉谦信
auto_11d01ef12d_jp	azure	ja-JP	ja-JP-NanamiNeural		+1%	0.96	100	Auto female_mystic Japanese profile for ヤマトタケル
auto_11d01ef12d_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-3%	0.91	100	Auto female_mystic Chinese profile for 大和武尊
auto_42e9c3d3b2_jp	azure	ja-JP	ja-JP-NanamiNeural		-2%	0.96	100	Auto female_shadow Japanese profile for 丑御前
auto_42e9c3d3b2_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-1%	0.95	100	Auto female_shadow Chinese profile for 丑御前
auto_e6207b4d82_jp	azure	ja-JP	ja-JP-NanamiNeural		-2%	0.93	100	Auto female_mystic Japanese profile for 由井正雪
auto_e6207b4d82_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+1%	0.94	100	Auto female_mystic Chinese profile for 由井正雪
auto_1d8f0e1158_jp	azure	ja-JP	ja-JP-DaichiNeural		-6%	1.03	100	Auto male_heroic Japanese profile for 宮本伊織
auto_1d8f0e1158_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-4%	1.01	100	Auto male_heroic Chinese profile for 宫本伊织
auto_2caa7a3754_jp	azure	ja-JP	ja-JP-AoiNeural		+1%	0.96	100	Auto female_noble Japanese profile for アンドロメダ
auto_2caa7a3754_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	0%	1.00	100	Auto female_noble Chinese profile for 安德洛墨达
auto_828dbe14d9_jp	azure	ja-JP	ja-JP-NaokiNeural		-7%	0.93	100	Auto alter_shadow Japanese profile for マリー・オルタ
auto_828dbe14d9_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-3%	0.97	100	Auto alter_shadow Chinese profile for 玛丽·Alter
auto_c39b27cbd2_jp	azure	ja-JP	ja-JP-NaokiNeural		-4%	0.96	100	Auto male_calm Japanese profile for 耀星のハサン
auto_c39b27cbd2_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-5%	0.92	100	Auto male_calm Chinese profile for 耀星哈桑
auto_1d90786d97_jp	azure	ja-JP	ja-JP-DaichiNeural		-7%	0.98	100	Auto male_gruff Japanese profile for 巌窟王 モンテ・クリスト
auto_1d90786d97_cn	azure	zh-CN	zh-CN-YunyeNeural	disgruntled	-4%	0.92	100	Auto male_gruff Chinese profile for 岩窟王 基督山
auto_477c7f6527_jp	azure	ja-JP	ja-JP-NaokiNeural		-1%	0.93	100	Auto male_calm Japanese profile for アレッサンドロ・ディ・カリオストロ
auto_477c7f6527_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-4%	0.92	100	Auto male_calm Chinese profile for 亚历山德罗·迪·卡利奥斯特罗
auto_74965521ae_jp	azure	ja-JP	ja-JP-NanamiNeural	chat	+2%	0.97	100	Auto female_gentle Japanese profile for Ｅ－フレアマリー
auto_74965521ae_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	gentle	0%	1.00	100	Auto female_gentle Chinese profile for E－火玛丽
auto_f1ac374bda_jp	azure	ja-JP	ja-JP-NanamiNeural		-5%	0.96	100	Auto female_cool Japanese profile for Ｅ－アクアマリー
auto_f1ac374bda_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-2%	0.94	100	Auto female_cool Chinese profile for E－水玛丽
auto_4ffe001d40_jp	azure	ja-JP	ja-JP-NanamiNeural		-4%	0.94	100	Auto female_mystic Japanese profile for 蒼崎青子
auto_4ffe001d40_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+2%	0.91	100	Auto female_mystic Chinese profile for 苍崎青子
auto_ca83bbc9b8_jp	azure	ja-JP	ja-JP-DaichiNeural		-8%	0.97	100	Auto male_gruff Japanese profile for 静希草十郎
auto_ca83bbc9b8_cn	azure	zh-CN	zh-CN-YunyeNeural	disgruntled	-8%	0.95	100	Auto male_gruff Chinese profile for 静希草十郎
auto_ae2d3cde66_jp	azure	ja-JP	ja-JP-NanamiNeural		0%	0.92	100	Auto female_mystic Japanese profile for 久遠寺有珠
auto_ae2d3cde66_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+2%	0.96	100	Auto female_mystic Chinese profile for 久远寺有珠
auto_c643f3b531_jp	azure	ja-JP	ja-JP-DaichiNeural		-10%	0.94	100	Auto male_gruff Japanese profile for ひびき
auto_c643f3b531_cn	azure	zh-CN	zh-CN-YunyeNeural	disgruntled	-6%	0.94	100	Auto male_gruff Chinese profile for 响
auto_cee2a8cfa7_jp	azure	ja-JP	ja-JP-NanamiNeural	chat	+3%	0.98	100	Auto female_gentle Japanese profile for 千鍵
auto_cee2a8cfa7_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	gentle	0%	0.97	100	Auto female_gentle Chinese profile for 千键
auto_612dfd54a9_jp	azure	ja-JP	ja-JP-NanamiNeural	chat	+2%	0.99	100	Auto female_gentle Japanese profile for アンキ・エレシュキガル
auto_612dfd54a9_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	gentle	+4%	0.95	100	Auto female_gentle Chinese profile for 安基埃列什基伽勒
auto_450d1478b4_jp	azure	ja-JP	ja-JP-NanamiNeural	chat	0%	0.95	100	Auto female_gentle Japanese profile for スペース・エレシュキガル
auto_450d1478b4_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	gentle	+1%	0.97	100	Auto female_gentle Chinese profile for 太空埃列什基伽勒
auto_694025029a_jp	azure	ja-JP	ja-JP-NanamiNeural		0%	0.96	100	Auto female_mystic Japanese profile for 謎の代行者C.I.E.L
auto_694025029a_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-1%	0.93	100	Auto female_mystic Chinese profile for 谜之代行者C.I.E.L
auto_1e8760d9cb_jp	azure	ja-JP	ja-JP-NanamiNeural		+1%	0.93	100	Auto female_mystic Japanese profile for ＢＢドバイ
auto_1e8760d9cb_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-2%	0.97	100	Auto female_mystic Chinese profile for BB迪拜
auto_696f95462d_jp	azure	ja-JP	ja-JP-NaokiNeural		+1%	1.06	100	Auto male_bright Japanese profile for ＢＢコスモ
auto_696f95462d_cn	azure	zh-CN	zh-CN-YunxiNeural	cheerful	-1%	1.04	100	Auto male_bright Chinese profile for BB宇宙
auto_de6bb30c3f_jp	azure	ja-JP	ja-JP-DaichiNeural		-7%	0.93	100	Auto male_gruff Japanese profile for ゴールデンＢＢ
auto_de6bb30c3f_cn	azure	zh-CN	zh-CN-YunyeNeural	disgruntled	-7%	0.95	100	Auto male_gruff Chinese profile for 黄金BB
auto_c23fbe844e_jp	azure	ja-JP	ja-JP-NanamiNeural		-1%	0.94	100	Auto female_mystic Japanese profile for テノチティトラン
auto_c23fbe844e_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-3%	0.92	100	Auto female_mystic Chinese profile for 特诺奇蒂特兰
auto_5c5a211532_jp	azure	ja-JP	ja-JP-NaokiNeural		-6%	0.90	100	Auto alter_shadow Japanese profile for 謎のヒロインXX・オルタ
auto_5c5a211532_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-7%	0.97	100	Auto alter_shadow Chinese profile for 谜之女主角XX·Alter
auto_56161b8eec_jp	azure	ja-JP	ja-JP-NanamiNeural		-1%	0.94	100	Auto female_shadow Japanese profile for カズラドロップ
auto_56161b8eec_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-4%	0.95	100	Auto female_shadow Chinese profile for Kazuradrop
auto_78c3322088_jp	azure	ja-JP	ja-JP-NaokiNeural		+1%	1.04	100	Auto male_bright Japanese profile for ツタンカーメン
auto_78c3322088_cn	azure	zh-CN	zh-CN-YunxiNeural	cheerful	-3%	1.01	100	Auto male_bright Chinese profile for 图坦卡蒙
auto_4fc1f67404_jp	azure	ja-JP	ja-JP-NanamiNeural		-4%	0.92	100	Auto female_shadow Japanese profile for ロウヒ
auto_4fc1f67404_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-3%	0.94	100	Auto female_shadow Chinese profile for 娄希
auto_6bc4191a4b_jp	azure	ja-JP	ja-JP-NanamiNeural		-4%	0.93	100	Auto female_mystic Japanese profile for ファンタズムーン
auto_6bc4191a4b_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-4%	0.95	100	Auto female_mystic Chinese profile for Phantasmoon
auto_76a2b5af2a_jp	azure	ja-JP	ja-JP-NanamiNeural		+1%	0.97	100	Auto female_cool Japanese profile for スペース・ファンタズムーンＶ
auto_76a2b5af2a_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-4%	0.93	100	Auto female_cool Chinese profile for Space PhantasmoonⅤ
auto_d8e499123d_jp	azure	ja-JP	ja-JP-AoiNeural		+3%	1.05	100	Auto female_bright Japanese profile for サンタズムーン
auto_d8e499123d_cn	azure	zh-CN	zh-CN-XiaoyiNeural	cheerful	+2%	1.03	100	Auto female_bright Chinese profile for Santasmoon
auto_702587e84b_jp	azure	ja-JP	ja-JP-DaichiNeural		-2%	1.03	100	Auto male_heroic Japanese profile for リチャードⅠ世
auto_702587e84b_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-3%	1.00	100	Auto male_heroic Chinese profile for 理查一世
auto_eb8e6f40b6_jp	azure	ja-JP	ja-JP-AoiNeural		-1%	1.01	100	Auto female_noble Japanese profile for ビショーネ
auto_eb8e6f40b6_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-3%	0.98	100	Auto female_noble Chinese profile for 比肖内
auto_1e73d7e97f_jp	azure	ja-JP	ja-JP-NanamiNeural		-5%	0.93	100	Auto female_shadow Japanese profile for 黒姫
auto_1e73d7e97f_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-1%	0.97	100	Auto female_shadow Chinese profile for 黑姬
auto_16522ca8f8_jp	azure	ja-JP	ja-JP-NanamiNeural		-4%	0.95	100	Auto female_mystic Japanese profile for 小野小町
auto_16522ca8f8_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-2%	0.94	100	Auto female_mystic Chinese profile for 小野小町
auto_c9ba617705_jp	azure	ja-JP	ja-JP-NanamiNeural		-4%	0.91	100	Auto female_mystic Japanese profile for Ｅ－グランマリー
